id,weight,survey_start_time,survey_finish_time,duration(minutes),DeviceType2,order,health_rating,life_quality_rating,physical_health_rating,mental_health_rating,bed_time_hour_weekday,bed_time_15mins_weekday,am/pm_bed_time,wake_up_hour_weekday,wake_up_15_mins_weekday,am/pm_wake_up_weekday,min_in_bed_weekday,bed_time_hour_weekends,bed_time_15min_weekends,am/pm_bed_time_weekend,wake_up_hour_weekends,wake_up_15min_weekends,am/pm_wake_up_weekend,min_in_bed_weekend,hours_sleep_weekday,mins_sleep_weekday,hours_sleep_weekend,mins_sleep_weekend,mins_sleep_weekday,mins_sleep_weekend,Q7_Hours,Q7_Minutes,Q8_a,Q8_b,Q8_c,Q8_d,Q9_a,Q9_b,Q9_c,Q10_a,Q11,Q11A_a,Q11A_b,Q11A_c,Q11A_d,Q11A_e,Q12_a,Q12_b,Q13_a,Q13_a_3,Q13_b,Q14order,Q14_a,Q14_b,Q14_c,Q14_d,Q14_e,Q14a,Q15_a,Q15_b,Q15_c,Q15_d,Q15_e,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23_a,Q23_b,Q23_c,Q24_a,Q24_b,Q24_c,Q24_d,Q24_e,Q24_f,Q25_a,Q25_b,Q25_c,Q25_A2,Q26,Q27,Q28_a,Q28_b,Q28_c,Q28_d,Q28_e,Q28_f,Q28_g,Q28_h,Q28_i,Q28_j,Q28_k,Q29,Q30_a,Q30_b,Q30_c,Q31
276,0.7771,06-Dec-2014 00:22:28,06-Dec-2014 00:30:04,7,9,"a,b",2,3,2,1,11,1,2,5,1,1,360.0,12,1,1,7,1,1,420.0,6,1,7,1,360.0,420.0,6,1,4,4,3,2,4,3,3,4,5.0,2.0,2.0,2.0,3.0,3.0,1,1,2,1,2,"a,b,c,e,d",4,4,5,3,3,2,2,1,1,2,1,3,2,2,3,2,4,2,,,,3,3,3,3,3,2,2,1,1,,,,,,,,,,,,,,,,1,1,1,1
277,0.7781,06-Dec-2014 00:24:12,06-Dec-2014 00:31:21,7,1,"b,a",2,1,2,1,10,1,2,6,1,1,480.0,10,1,2,8,1,1,600.0,8,1,9,3,480.0,570.0,8,1,5,5,1,1,5,2,2,5,,,,,,,1,4,1,1,1,"a,b,e,c,d",5,5,4,1,1,2,2,3,2,2,2,2,2,2,4,3,2,2,,,,3,3,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,1
278,1.5319,06-Dec-2014 00:24:51,06-Dec-2014 00:30:22,5,4,"b,a",1,1,1,1,10,3,2,8,1,1,570.0,12,3,1,10,1,1,570.0,8,3,8,3,510.0,510.0,8,1,5,5,5,1,5,2,2,4,1.0,3.0,3.0,3.0,3.0,3.0,1,1,1,1,3,"a,b,e,c,d",5,5,4,2,2,1,2,2,2,2,2,2,2,2,5,4,4,2,,,,3,3,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,2
279,0.83,06-Dec-2014 00:24:55,06-Dec-2014 00:31:29,6,7,"b,a",2,2,2,2,10,1,2,8,1,1,600.0,11,1,2,10,1,1,660.0,8,1,10,1,480.0,600.0,7,1,3,3,3,3,3,3,3,4,1.0,3.0,3.0,3.0,3.0,3.0,3,3,3,2,3,"a,b,d,e,c",3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,2,,,,3,3,3,3,3,3,3,3,3,6.0,2.0,,,,,,,,,,,,,,3,3,3,2
280,0.7272,06-Dec-2014 00:26:48,06-Dec-2014 00:53:45,26,9,"b,a",1,1,1,2,11,1,2,6,3,1,450.0,11,1,2,8,1,1,540.0,7,1,8,1,420.0,480.0,8,1,5,4,1,4,4,2,2,4,5.0,1.0,2.0,3.0,2.0,2.0,2,1,2,1,2,"a,b,c,d,e",4,4,5,3,5,2,1,2,2,3,1,2,1,2,2,2,4,2,,,,2,2,2,2,2,2,4,3,1,6.0,2.0,,,,,,,,,,,,,,3,3,4,2
281,0.6037,06-Dec-2014 00:28:30,06-Dec-2014 00:42:44,14,1,"b,a",3,2,4,3,10,1,2,6,1,1,480.0,10,1,-1,6,1,1,,7,1,8,1,420.0,480.0,7,3,3,3,2,1,4,1,1,4,5.0,3.0,3.0,3.0,3.0,3.0,3,1,4,3,4,"a,b,c,d,e",4,4,4,1,2,2,2,2,2,2,2,3,3,2,3,3,4,2,,,,2,2,3,2,3,3,2,1,1,,,,,,,,,,,,,,,,1,1,1,2
282,0.4964,06-Dec-2014 00:29:32,06-Dec-2014 00:37:50,8,9,"a,b",4,3,4,3,10,1,2,5,1,1,420.0,10,1,2,6,1,1,480.0,6,3,6,3,390.0,390.0,6,1,3,3,3,2,4,3,3,4,4.0,3.0,3.0,3.0,4.0,3.0,1,4,2,1,2,"a,b,d,e,c",4,5,4,2,2,3,2,2,2,3,2,3,3,2,3,1,4,2,,,,3,3,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,2,2,1,1
283,1.127,06-Dec-2014 00:30:51,08-Dec-2014 03:10:11,3039,9,"a,b",3,3,3,3,10,1,2,4,3,1,390.0,10,4,2,6,3,1,465.0,4,1,6,1,240.0,360.0,6,1,2,2,2,2,3,3,3,3,5.0,3.0,3.0,3.0,3.0,4.0,1,1,3,2,3,"a,b,e,d,c",3,3,3,2,3,3,1,4,2,3,2,2,3,2,3,2,4,2,,,,2,3,3,3,3,3,4,3,2,8.0,1.0,5.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,3,1,1,2
284,0.7874,06-Dec-2014 00:32:22,06-Dec-2014 00:41:12,8,9,"b,a",4,4,4,2,10,1,2,5,3,1,450.0,10,1,2,6,1,1,480.0,5,1,5,1,300.0,300.0,7,1,2,2,4,4,2,4,5,2,5.0,3.0,3.0,2.0,3.0,2.0,4,1,3,2,2,"a,b,c,e,d",2,2,1,5,4,5,1,1,1,3,5,2,2,2,2,2,2,1,2.0,2.0,2.0,3,2,2,3,2,1,3,3,3,8.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,-1.0,2.0,3,3,3,3
285,0.845,06-Dec-2014 00:33:06,06-Dec-2014 00:46:31,13,6,"a,b",2,2,2,2,9,4,2,6,1,1,495.0,11,3,2,6,4,1,435.0,7,1,7,1,420.0,420.0,7,3,3,3,2,4,4,3,3,4,5.0,2.0,4.0,3.0,3.0,4.0,2,3,3,2,3,"a,b,e,c,d",4,3,4,2,3,2,2,2,1,3,3,2,1,2,3,1,3,2,,,,3,3,3,3,4,2,3,2,1,4.0,1.0,5.0,-1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1,1,2,2
286,0.6357,06-Dec-2014 00:33:51,06-Dec-2014 00:43:28,9,4,"b,a",2,2,2,2,12,1,1,7,2,1,435.0,12,1,1,7,2,1,435.0,6,1,6,1,360.0,360.0,7,1,2,1,3,1,3,4,5,3,5.0,3.0,3.0,2.0,3.0,3.0,1,1,3,2,2,"a,b,e,d,c",1,2,2,3,3,2,1,1,5,4,3,2,2,3,1,1,2,1,2.0,1.0,2.0,3,2,1,3,1,2,3,3,1,7.0,1.0,5.0,1.0,1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,1.0,2,2,2,2
287,0.6575,06-Dec-2014 00:34:48,06-Dec-2014 02:07:23,92,9,"b,a",2,3,3,3,11,3,2,6,2,1,405.0,1,1,1,8,3,1,450.0,6,1,8,1,360.0,480.0,8,1,2,3,3,2,3,3,2,3,5.0,3.0,2.0,3.0,3.0,2.0,1,1,2,1,2,"a,b,d,e,c",3,3,3,2,2,2,1,3,2,3,1,3,2,2,1,2,3,2,,,,3,2,2,3,1,3,3,2,2,7.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,3,2,2,2
288,0.7771,06-Dec-2014 00:41:43,06-Dec-2014 00:48:29,6,9,"a,b",2,2,2,2,9,3,2,5,4,1,495.0,10,3,2,8,1,1,570.0,8,1,9,1,480.0,540.0,8,1,3,3,3,2,4,2,2,4,5.0,2.0,3.0,3.0,3.0,3.0,2,4,2,1,3,"a,b,c,e,d",3,3,2,2,3,2,1,2,2,3,1,2,2,2,3,1,4,2,,,,2,2,2,3,2,1,4,3,2,8.0,2.0,,,,,,,,,,,,,,1,2,2,2
289,0.632,06-Dec-2014 00:44:13,06-Dec-2014 00:55:05,10,4,"b,a",2,2,3,2,11,1,2,7,1,1,480.0,1,1,1,8,1,1,420.0,6,1,6,1,360.0,360.0,6,1,3,3,1,1,4,2,2,4,5.0,3.0,3.0,3.0,3.0,3.0,2,1,1,1,3,"a,b,d,c,e",4,3,5,2,1,2,1,1,2,3,2,3,4,2,4,1,4,2,,,,2,2,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,2,1,2,2
290,1.9946,06-Dec-2014 00:46:18,09-Dec-2014 02:31:12,4424,4,"b,a",3,2,3,3,10,3,2,9,2,1,645.0,10,3,2,9,2,1,645.0,8,1,8,1,480.0,480.0,8,1,3,3,1,1,3,1,1,3,4.0,2.0,3.0,3.0,3.0,2.0,3,3,3,2,3,"a,b,e,d,c",3,3,2,3,1,3,1,3,3,3,1,3,3,1,2,2,3,2,,,,2,2,3,3,3,2,3,3,2,6.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,4,1,4,2
291,0.638,06-Dec-2014 00:50:01,06-Dec-2014 01:03:39,13,9,"b,a",3,2,3,2,10,1,2,6,1,1,480.0,10,1,2,6,1,1,480.0,7,3,7,3,450.0,450.0,8,1,4,5,4,1,5,2,2,4,5.0,4.0,4.0,4.0,4.0,4.0,1,1,1,1,1,"a,b,d,c,e",5,5,5,1,2,1,1,1,1,1,1,2,2,-1,5,2,4,2,,,,4,3,4,4,3,4,2,2,2,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,2.0,2.0,2.0,4.0,1,2,1,3
292,0.7579,06-Dec-2014 00:53:28,06-Dec-2014 01:00:35,7,9,"b,a",4,3,4,2,11,3,2,6,2,1,405.0,2,1,1,10,3,1,510.0,5,1,6,1,300.0,360.0,5,1,3,4,2,2,2,3,4,4,5.0,3.0,3.0,3.0,3.0,4.0,1,1,2,1,2,"a,b,e,d,c",4,3,1,2,2,1,3,1,1,2,3,3,4,2,4,1,3,2,,,,1,1,1,2,1,2,1,1,1,,,,,,,,,,,,,,,,4,3,3,3
293,0.6437,06-Dec-2014 00:56:03,06-Dec-2014 01:05:18,9,4,"a,b",2,1,2,1,9,2,2,7,1,1,585.0,9,2,2,7,1,1,585.0,9,1,9,1,540.0,540.0,8,1,5,5,1,1,5,1,1,4,,,,,,,4,4,2,1,1,"a,b,e,c,d",4,4,4,2,2,2,1,2,1,1,1,2,2,1,5,2,4,2,,,,3,3,3,3,3,4,4,3,3,9.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,,1,1,1,2
294,0.6116,06-Dec-2014 01:02:27,06-Dec-2014 01:16:03,13,9,"a,b",3,4,4,3,3,4,1,11,2,1,450.0,3,2,1,11,3,1,495.0,5,2,5,2,315.0,315.0,6,3,4,4,1,1,4,2,2,4,,,,,,,4,1,3,2,3,"a,b,d,e,c",4,4,4,2,2,3,1,1,1,1,1,3,3,2,3,1,3,2,,,,3,3,3,3,3,4,3,3,3,8.0,2.0,,,,,,,,,,,,,,3,3,3,2
295,1.801,06-Dec-2014 01:05:17,06-Dec-2014 01:11:05,5,9,"a,b",5,5,5,5,7,1,1,6,3,2,690.0,12,1,1,10,1,1,600.0,9,1,10,1,540.0,600.0,10,1,1,1,1,1,1,1,1,1,1.0,4.0,4.0,4.0,4.0,4.0,4,4,1,1,1,"a,b,c,d,e",1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,4,4,2,,,,4,4,4,4,4,4,1,1,1,,,,,,,,,,,,,,,,1,1,1,4
296,0.6457,06-Dec-2014 01:09:19,06-Dec-2014 01:24:55,15,9,"a,b",4,3,4,2,11,1,2,7,1,1,480.0,11,1,2,7,1,1,480.0,6,1,6,1,360.0,360.0,7,1,2,2,4,3,3,4,4,3,5.0,3.0,3.0,3.0,4.0,4.0,4,1,3,2,2,"a,b,c,d,e",3,2,2,4,2,4,1,1,1,1,1,4,1,1,1,1,3,1,1.0,2.0,2.0,2,3,3,3,2,3,5,3,3,10.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,-1.0,2.0,2,1,1,2
297,0.817,06-Dec-2014 01:12:21,06-Dec-2014 01:28:22,16,9,"a,b",3,2,3,2,12,1,1,7,1,1,420.0,12,1,1,7,1,1,420.0,7,1,7,1,420.0,420.0,7,1,3,3,2,1,3,2,2,3,1.0,4.0,4.0,4.0,4.0,4.0,1,1,2,1,2,"a,b,c,e,d",4,4,4,2,2,2,1,1,1,2,1,3,3,2,3,2,2,1,1.0,2.0,2.0,3,3,3,3,-1,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,1
298,0.5921,06-Dec-2014 01:14:00,06-Dec-2014 01:25:28,11,9,"b,a",1,1,1,1,10,1,2,5,3,1,450.0,10,1,2,5,3,1,450.0,7,1,7,1,420.0,420.0,7,1,4,4,2,1,4,2,3,4,5.0,2.0,3.0,3.0,2.0,3.0,1,1,1,1,1,"a,b,e,d,c",4,4,4,2,2,2,1,1,1,1,1,2,1,1,2,2,4,2,,,,3,3,2,3,3,2,1,1,1,,,,,,,,,,,,,,,,3,4,3,1
299,0.6322,06-Dec-2014 01:14:58,06-Dec-2014 01:21:30,6,9,"a,b",2,2,2,2,9,3,2,6,1,1,510.0,10,1,2,6,1,1,480.0,7,3,7,3,450.0,450.0,8,1,3,3,3,2,4,3,3,3,5.0,3.0,3.0,3.0,3.0,3.0,1,1,2,1,2,"a,b,e,c,d",3,3,3,2,2,2,1,2,2,3,2,2,2,2,4,2,3,1,1.0,2.0,2.0,3,3,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,2
300,0.7405,06-Dec-2014 01:15:08,06-Dec-2014 01:21:50,6,9,"a,b",2,3,2,2,10,1,2,7,1,1,540.0,10,1,2,8,1,1,600.0,7,3,8,1,450.0,480.0,7,1,4,4,1,1,5,1,2,4,,,,,,,1,1,1,1,1,"a,b,e,d,c",5,5,4,2,2,1,1,2,1,1,1,4,4,3,5,3,4,2,,,,3,3,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,2
301,0.6777,06-Dec-2014 01:24:17,06-Dec-2014 01:33:00,8,9,"a,b",2,2,2,1,11,1,2,6,1,1,420.0,12,1,1,6,1,1,360.0,6,1,7,1,360.0,420.0,6,1,3,3,3,3,4,3,2,4,1.0,3.0,3.0,3.0,3.0,3.0,1,1,1,1,1,"a,b,e,c,d",4,4,4,2,2,2,1,1,1,1,1,3,3,2,4,2,4,2,,,,3,3,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,1
302,0.6883,06-Dec-2014 01:26:55,06-Dec-2014 01:38:39,11,9,"b,a",2,2,2,1,10,3,2,5,4,1,435.0,10,3,2,7,4,1,555.0,6,4,8,1,405.0,480.0,7,3,3,2,3,2,3,3,3,3,4.0,2.0,3.0,3.0,3.0,3.0,2,1,3,2,1,"a,b,c,e,d",3,3,2,2,3,1,1,2,1,4,1,4,3,2,4,4,3,2,,,,4,3,2,3,2,2,2,3,1,4.0,2.0,,,,,,,,,,,,,,1,1,1,1
303,0.845,06-Dec-2014 01:29:05,06-Dec-2014 01:41:50,12,3,"a,b",2,2,2,1,11,3,2,6,-1,1,390.0,11,3,2,8,1,1,510.0,6,1,7,1,360.0,420.0,8,1,3,3,4,3,3,4,3,2,5.0,2.0,3.0,3.0,3.0,3.0,1,1,2,1,3,"a,b,c,d,e",3,3,4,3,4,2,2,3,2,2,2,3,2,2,3,2,3,2,,,,2,2,2,2,2,2,3,3,4,8.0,2.0,,,,,,,,,,,,,,2,2,1,2
304,0.5571,06-Dec-2014 01:35:02,06-Dec-2014 01:47:30,12,9,"b,a",4,3,3,3,10,1,2,7,1,1,540.0,11,1,2,9,1,1,600.0,7,1,7,1,420.0,420.0,6,1,3,3,3,3,3,3,3,2,5.0,3.0,2.0,3.0,3.0,3.0,1,4,3,2,2,"a,b,c,d,e",3,4,3,3,4,5,2,1,1,1,1,2,2,2,3,2,2,1,1.0,2.0,2.0,3,2,3,2,2,2,3,2,1,8.0,2.0,,,,,,,,,,,,,,1,1,2,2
305,0.5875,06-Dec-2014 01:38:45,06-Dec-2014 01:47:20,8,9,"a,b",2,2,2,1,10,2,2,6,1,1,465.0,10,2,2,6,1,1,465.0,6,1,6,1,360.0,360.0,6,3,4,4,4,3,3,3,3,3,3.0,3.0,3.0,3.0,3.0,3.0,2,2,3,2,3,"a,b,d,c,e",4,4,3,3,4,1,2,1,1,1,1,2,1,2,3,2,4,2,,,,2,3,2,2,2,2,2,2,1,2.0,2.0,,,,,,,,,,,,,,2,1,1,3
306,0.581,06-Dec-2014 01:39:45,06-Dec-2014 01:48:28,8,9,"b,a",3,2,3,3,12,1,1,8,1,1,480.0,12,1,1,9,1,1,540.0,7,1,7,1,420.0,420.0,6,1,3,3,2,4,3,4,3,3,5.0,3.0,3.0,3.0,3.0,3.0,1,1,2,1,2,"a,b,d,c,e",3,3,2,4,3,2,2,2,2,3,2,3,3,2,3,1,4,2,,,,3,3,3,3,3,3,2,2,1,4.0,2.0,,,,,,,,,,,,,,1,1,1,2
307,0.6874,06-Dec-2014 01:41:38,06-Dec-2014 02:12:11,30,1,"b,a",2,2,2,2,11,3,2,7,3,1,480.0,11,3,2,6,3,1,420.0,6,1,6,1,360.0,360.0,7,1,4,3,3,3,3,3,3,3,5.0,3.0,3.0,3.0,3.0,3.0,1,1,2,1,2,"a,b,c,d,e",3,3,3,3,2,3,2,1,3,3,3,3,3,2,3,2,2,1,1.0,-1.0,-1.0,3,2,2,3,2,2,1,1,1,,,,,,,,,,,,,,,,4,3,4,2
308,0.8495,06-Dec-2014 01:41:54,06-Dec-2014 02:04:42,22,7,"a,b",3,4,3,3,10,1,2,5,3,1,450.0,10,1,2,8,1,1,600.0,9,1,8,1,540.0,480.0,5,1,2,2,3,2,5,2,1,4,3.0,4.0,4.0,2.0,2.0,2.0,2,1,3,2,2,"a,b,c,e,d",5,5,4,1,4,1,3,1,1,2,2,1,2,3,5,3,4,2,,,,3,3,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,2
309,0.817,06-Dec-2014 01:43:37,06-Dec-2014 02:26:14,42,9,"a,b",2,2,2,1,12,3,1,7,1,1,390.0,1,3,1,9,1,1,450.0,6,3,7,1,390.0,420.0,6,1,4,4,1,1,4,2,2,4,,,,,,,3,1,2,1,2,"a,b,e,c,d",4,4,4,2,3,2,3,3,3,3,3,2,3,2,2,2,4,2,,,,3,3,2,2,2,2,3,3,3,9.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,,3,3,3,3
310,0.5547,06-Dec-2014 01:52:06,06-Dec-2014 02:04:16,12,9,"b,a",2,2,2,2,10,1,2,5,3,1,450.0,11,1,2,7,1,1,480.0,10,1,5,4,600.0,345.0,7,1,4,3,2,1,4,3,3,4,5.0,3.0,3.0,3.0,3.0,4.0,1,1,2,1,3,"a,b,c,e,d",3,3,4,1,2,2,1,1,1,3,2,3,1,1,4,1,4,2,,,,2,3,3,3,3,2,2,2,1,3.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,-1.0,4.0,2,2,1,2
311,0.6777,06-Dec-2014 01:52:59,06-Dec-2014 02:14:37,21,9,"b,a",4,4,4,1,1,1,1,9,1,1,480.0,1,1,1,9,1,1,480.0,7,1,7,1,420.0,420.0,8,1,4,4,4,1,4,2,2,4,1.0,4.0,3.0,3.0,4.0,4.0,2,3,3,2,1,"a,b,c,e,d",4,4,4,2,2,2,1,1,1,2,1,4,5,2,5,4,4,2,,,,3,3,3,3,3,3,2,2,1,6.0,2.0,,,,,,,,,,,,,,1,1,1,2
312,0.5034,06-Dec-2014 01:53:27,06-Dec-2014 02:01:57,8,9,"b,a",2,2,2,2,12,2,2,8,1,2,465.0,12,2,2,8,1,2,465.0,8,1,8,1,480.0,480.0,7,1,4,4,3,3,4,3,3,3,5.0,3.0,3.0,3.0,3.0,3.0,1,1,2,1,2,"a,b,d,e,c",4,4,4,1,1,2,3,2,2,2,2,2,2,2,2,3,4,2,,,,3,3,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,1
313,0.9211,06-Dec-2014 01:56:46,06-Dec-2014 02:12:54,16,9,"a,b",3,4,4,1,10,3,2,6,1,1,450.0,10,3,2,6,1,1,450.0,7,1,7,1,420.0,420.0,7,1,5,3,2,1,5,2,2,4,5.0,4.0,4.0,4.0,4.0,4.0,1,1,1,1,1,"a,b,c,d,e",4,5,5,1,1,2,4,3,1,1,1,3,2,1,4,4,4,2,,,,3,4,4,4,4,3,1,1,1,,,,,,,,,,,,,,,,4,4,4,1
314,1.1383,06-Dec-2014 02:00:04,06-Dec-2014 02:10:05,10,9,"a,b",1,2,1,1,12,1,1,6,1,1,360.0,12,1,1,8,1,1,480.0,6,1,8,1,360.0,480.0,6,1,3,3,1,2,2,2,2,3,1.0,3.0,3.0,3.0,3.0,2.0,1,1,4,3,3,"a,b,e,d,c",3,2,3,1,1,1,1,1,1,1,1,3,3,1,2,3,4,2,,,,3,3,3,3,3,2,1,1,1,,,,,,,,,,,,,,,,2,2,2,3
315,1.4337,06-Dec-2014 02:10:16,06-Dec-2014 02:20:29,10,7,"b,a",2,2,2,3,7,1,2,5,1,1,600.0,8,1,2,6,1,1,600.0,8,1,7,3,480.0,450.0,8,1,4,4,3,1,4,1,2,4,3.0,2.0,2.0,3.0,3.0,3.0,1,1,2,1,2,"a,b,d,e,c",4,4,3,2,3,1,1,1,1,3,3,2,1,1,2,2,4,2,,,,4,4,4,4,4,4,1,1,1,,,,,,,,,,,,,,,,1,1,1,1
316,1.4245,06-Dec-2014 02:14:04,06-Dec-2014 02:23:11,9,4,"a,b",3,2,2,1,8,3,2,5,1,1,510.0,11,1,2,10,1,1,660.0,7,1,10,1,420.0,600.0,10,1,4,4,2,2,4,2,2,4,,,,,,,1,1,1,1,2,"a,b,d,c,e",4,4,4,2,3,1,4,4,3,5,5,2,2,1,2,3,4,2,,,,3,3,4,4,3,3,3,3,1,4.0,1.0,1.0,1.0,1.0,1.0,-1.0,-1.0,1.0,1.0,-1.0,-1.0,1.0,-1.0,,3,1,1,2
317,0.6005,06-Dec-2014 02:19:14,06-Dec-2014 02:33:16,14,1,"a,b",2,2,2,2,8,3,2,5,1,1,510.0,9,1,2,8,1,1,660.0,7,2,8,1,435.0,480.0,8,1,5,5,1,1,5,1,2,5,,,,,,,1,1,1,1,1,"a,b,d,e,c",5,4,4,1,2,2,2,2,1,2,2,1,1,2,4,2,4,2,,,,3,3,3,3,3,3,3,2,1,2.0,2.0,,,,,,,,,,,,,,1,1,1,1
318,0.8134,06-Dec-2014 02:19:17,06-Dec-2014 02:29:44,10,4,"b,a",3,3,3,3,11,3,2,6,3,1,420.0,12,1,1,7,3,1,450.0,4,1,6,1,240.0,360.0,8,1,1,1,5,5,1,5,5,2,5.0,2.0,3.0,3.0,3.0,3.0,2,1,4,3,4,"a,b,c,e,d",2,2,2,4,5,2,3,2,3,3,3,3,3,2,3,2,2,2,,,,2,2,2,3,2,2,3,2,2,8.0,2.0,,,,,,,,,,,,,,3,2,3,3
319,0.4916,06-Dec-2014 02:20:51,06-Dec-2014 02:31:02,10,9,"a,b",3,3,3,3,10,1,2,6,1,1,480.0,10,1,2,6,1,1,480.0,10,1,6,1,600.0,360.0,7,1,4,4,2,2,5,2,2,4,,,,,,,4,4,2,1,2,"a,b,e,c,d",4,4,5,2,2,3,1,2,2,2,2,2,3,2,3,1,3,2,,,,3,2,3,3,3,3,4,3,3,9.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,,4,2,3,1
320,1.054,06-Dec-2014 02:23:41,06-Dec-2014 02:39:51,16,3,"a,b",2,2,3,2,9,2,2,6,1,1,525.0,9,4,2,7,4,1,600.0,7,1,8,1,420.0,480.0,8,3,3,2,4,5,3,4,2,3,5.0,3.0,1.0,2.0,3.0,3.0,4,2,3,2,2,"a,b,d,e,c",2,3,2,3,4,2,2,1,2,1,1,4,2,2,4,2,1,2,,,,1,2,1,3,2,1,2,2,1,4.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4,2,2,2
321,0.8465,06-Dec-2014 02:27:52,06-Dec-2014 02:39:37,11,9,"a,b",3,4,3,4,2,1,1,12,1,2,600.0,2,1,1,12,1,2,600.0,8,1,9,1,480.0,540.0,9,1,5,5,1,1,3,1,1,4,2.0,2.0,2.0,2.0,1.0,1.0,1,1,3,2,3,"a,b,d,e,c",4,4,4,2,3,2,3,2,1,2,1,1,2,1,4,1,4,2,,,,2,2,2,2,2,3,2,2,1,2.0,2.0,,,,,,,,,,,,,,5,5,5,2
322,0.6391,06-Dec-2014 02:32:07,06-Dec-2014 02:48:24,16,9,"a,b",2,2,2,1,7,3,2,3,1,1,450.0,9,1,2,5,1,1,480.0,5,2,8,1,315.0,480.0,5,1,2,4,1,1,2,1,2,3,5.0,4.0,4.0,4.0,4.0,4.0,1,1,1,1,2,"a,b,c,d,e",3,3,4,2,3,1,1,1,2,2,4,1,1,1,3,4,4,2,,,,3,3,4,4,4,4,3,3,3,4.0,2.0,,,,,,,,,,,,,,1,1,1,2
323,0.6935,06-Dec-2014 02:32:15,06-Dec-2014 02:42:00,9,9,"b,a",2,2,2,2,10,3,2,7,1,1,510.0,11,1,2,7,1,1,480.0,8,1,8,1,480.0,480.0,8,1,5,5,5,2,5,2,2,5,5.0,4.0,4.0,4.0,4.0,4.0,2,1,1,1,1,"a,b,e,d,c",4,4,5,1,2,1,2,4,2,1,2,1,3,2,4,2,4,2,,,,3,3,3,3,3,3,2,1,1,,,,,,,,,,,,,,,,1,1,1,1
324,1.1195,06-Dec-2014 02:37:41,06-Dec-2014 02:49:27,11,1,"a,b",2,2,2,1,11,1,2,5,4,1,405.0,11,3,2,7,3,1,480.0,6,1,7,1,360.0,420.0,7,1,2,3,4,5,2,4,4,2,5.0,2.0,3.0,3.0,3.0,3.0,2,2,3,2,5,"a,b,c,e,d",2,2,2,4,5,3,3,5,2,2,2,2,2,1,2,1,2,2,,,,1,2,2,3,2,1,4,4,4,10.0,1.0,5.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,4,4,4,3
325,0.4378,06-Dec-2014 02:38:56,06-Dec-2014 02:52:09,13,9,"b,a",2,2,3,1,11,1,2,5,3,1,390.0,12,3,1,7,1,1,390.0,5,1,6,1,300.0,360.0,6,1,2,2,4,4,3,4,4,2,5.0,3.0,3.0,3.0,3.0,3.0,1,1,3,2,2,"a,b,c,d,e",3,3,4,2,2,2,2,3,2,2,3,3,3,2,3,1,4,2,,,,4,4,4,4,4,3,2,2,2,2.0,2.0,,,,,,,,,,,,,,4,1,2,2
326,0.6716,06-Dec-2014 02:39:41,06-Dec-2014 02:52:59,13,9,"a,b",4,3,4,2,11,3,2,7,1,1,450.0,11,3,2,6,3,1,420.0,7,3,7,1,450.0,420.0,7,1,4,4,1,1,4,1,1,4,,,,,,,1,1,2,1,1,"a,b,e,c,d",4,4,4,1,2,2,1,2,1,2,2,3,4,3,5,2,4,2,,,,3,3,2,4,3,3,1,1,1,,,,,,,,,,,,,,,,2,1,2,2
