id,weight,survey_start_time,survey_finish_time,duration(minutes),DeviceType2,order,health_rating,life_quality_rating,physical_health_rating,mental_health_rating,bed_time_hour_weekday,bed_time_15mins_weekday,am/pm_bed_time,wake_up_hour_weekday,wake_up_15_mins_weekday,am/pm_wake_up_weekday,min_in_bed_weekday,bed_time_hour_weekends,bed_time_15min_weekends,am/pm_bed_time_weekend,wake_up_hour_weekends,wake_up_15min_weekends,am/pm_wake_up_weekend,min_in_bed_weekend,hours_sleep_weekday,mins_sleep_weekday,hours_sleep_weekend,mins_sleep_weekend,mins_sleep_weekday,mins_sleep_weekend,Q7_Hours,Q7_Minutes,Q8_a,Q8_b,Q8_c,Q8_d,Q9_a,Q9_b,Q9_c,Q10_a,Q11,Q11A_a,Q11A_b,Q11A_c,Q11A_d,Q11A_e,Q12_a,Q12_b,Q13_a,Q13_a_3,Q13_b,Q14order,Q14_a,Q14_b,Q14_c,Q14_d,Q14_e,Q14a,Q15_a,Q15_b,Q15_c,Q15_d,Q15_e,Q16,Q17,Q18,Q19,Q20,Q21,Q22,Q23_a,Q23_b,Q23_c,Q24_a,Q24_b,Q24_c,Q24_d,Q24_e,Q24_f,Q25_a,Q25_b,Q25_c,Q25_A2,Q26,Q27,Q28_a,Q28_b,Q28_c,Q28_d,Q28_e,Q28_f,Q28_g,Q28_h,Q28_i,Q28_j,Q28_k,Q29,Q30_a,Q30_b,Q30_c,Q31
915,0.6574,10-Dec-2014 02:09:52,10-Dec-2014 02:20:04,10,9,"b,a",2,2,2,2,10,1,2,5,3,1,450.0,10,3,2,7,3,1,540.0,7,1,9,1,420.0,540.0,8,1,4,3,3,1,4,2,3,4,5.0,3.0,3.0,3.0,3.0,3.0,3,4,3,2,2,"a,b,d,e,c",4,4,4,3,2,2,1,4,1,2,1,2,2,1,2,2,2,2,,,,2,2,2,3,2,4,3,3,3,7.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1,3,2,2
916,1.0648,10-Dec-2014 02:14:56,10-Dec-2014 02:36:15,21,6,"a,b",3,3,3,3,10,3,2,5,2,1,405.0,11,1,2,8,1,1,540.0,7,1,10,1,420.0,600.0,8,1,3,3,1,1,3,2,2,4,1.0,3.0,3.0,3.0,3.0,3.0,1,1,2,1,2,"a,b,c,d,e",4,4,4,2,2,2,2,2,3,3,3,3,2,2,3,3,4,2,,,,2,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,2,2,2,1
917,1.3651,10-Dec-2014 02:17:37,10-Dec-2014 02:35:34,17,9,"a,b",2,2,2,3,12,1,1,8,1,1,480.0,5,1,1,2,1,2,540.0,7,1,8,1,420.0,480.0,8,1,3,3,2,2,3,2,2,3,5.0,3.0,3.0,3.0,3.0,3.0,2,1,3,2,2,"a,b,c,e,d",3,3,5,2,3,1,1,1,1,3,2,3,5,4,5,-1,4,2,,,,4,4,4,4,4,4,2,2,1,3.0,2.0,,,,,,,,,,,,,,1,1,1,1
918,1.4745,10-Dec-2014 02:26:21,10-Dec-2014 02:31:39,5,9,"b,a",2,3,3,3,8,3,2,5,1,1,510.0,9,1,2,7,1,1,600.0,8,1,10,1,480.0,600.0,8,1,3,3,3,1,3,3,1,4,1.0,2.0,2.0,2.0,2.0,2.0,1,1,1,1,2,"a,b,c,e,d",4,4,4,1,1,1,2,2,2,3,1,3,2,2,3,3,4,2,,,,3,3,3,3,3,3,2,2,1,2.0,2.0,,,,,,,,,,,,,,1,1,1,2
919,1.7301,10-Dec-2014 02:29:13,10-Dec-2014 02:48:44,19,9,"a,b",3,4,4,4,1,3,2,7,4,2,375.0,10,3,2,7,3,1,540.0,5,2,8,1,315.0,480.0,8,1,3,2,4,4,3,4,4,3,5.0,2.0,3.0,3.0,3.0,2.0,1,1,3,2,2,"a,b,c,d,e",3,3,3,3,3,3,5,5,5,5,5,3,3,3,3,3,4,2,,,,2,3,3,3,3,2,3,3,3,6.0,2.0,,,,,,,,,,,,,,2,2,2,3
920,1.3019,10-Dec-2014 02:43:26,10-Dec-2014 02:51:26,8,9,"a,b",1,2,1,2,9,1,2,5,4,1,525.0,12,3,1,10,3,1,600.0,6,1,8,1,360.0,480.0,8,3,3,2,3,2,3,3,2,3,5.0,3.0,3.0,3.0,3.0,3.0,1,3,2,1,2,"a,b,e,c,d",3,3,3,3,4,2,1,2,3,3,2,2,2,2,3,1,3,2,,,,3,3,3,4,3,3,1,1,1,,,,,,,,,,,,,,,,1,1,2,2
921,0.6883,10-Dec-2014 02:47:38,10-Dec-2014 03:36:19,48,7,"b,a",3,3,3,3,11,1,2,5,3,1,390.0,12,1,1,8,1,1,480.0,6,1,8,1,360.0,480.0,8,1,2,1,4,2,3,3,3,3,5.0,3.0,3.0,3.0,3.0,3.0,2,1,3,2,3,"a,b,d,e,c",3,3,3,2,3,3,2,3,2,3,2,3,-1,2,2,2,4,1,2.0,2.0,1.0,3,3,3,3,3,2,3,2,2,5.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,1,1,2
923,1.1964,10-Dec-2014 03:20:03,10-Dec-2014 03:26:16,6,9,"a,b",2,2,2,2,3,1,1,11,3,1,510.0,3,1,1,11,3,1,510.0,8,1,8,1,480.0,480.0,8,1,5,5,1,1,5,1,1,5,,,,,,,1,1,2,1,2,"a,b,e,d,c",4,4,4,2,2,2,2,2,2,3,3,2,3,2,4,2,4,2,,,,2,2,2,3,2,2,2,2,2,2.0,2.0,,,,,,,,,,,,,,1,1,1,2
924,1.3312,10-Dec-2014 03:27:00,10-Dec-2014 03:40:31,13,1,"a,b",2,2,2,2,11,1,2,6,2,1,435.0,12,1,1,9,1,1,540.0,6,1,8,1,360.0,480.0,4,1,5,5,2,2,5,2,1,5,,,,,,,1,1,2,1,2,"a,b,d,c,e",5,5,5,1,2,2,1,1,1,1,3,2,3,1,3,4,4,2,,,,2,4,3,4,4,2,2,2,1,3.0,2.0,,,,,,,,,,,,,,2,1,2,1
925,2.1766,10-Dec-2014 03:33:47,10-Dec-2014 05:26:06,112,9,"a,b",4,4,4,3,10,1,2,7,1,1,540.0,10,1,2,7,1,1,540.0,6,1,8,1,360.0,480.0,7,1,2,2,3,1,2,5,2,2,4.0,4.0,4.0,4.0,4.0,4.0,1,1,3,2,3,"a,b,c,e,d",4,3,-1,3,4,2,5,5,5,5,5,3,4,3,3,4,4,2,,,,3,3,3,3,3,3,1,2,1,,,,,,,,,,,,,,,,2,2,2,2
926,1.0509,10-Dec-2014 03:38:04,10-Dec-2014 03:46:47,8,4,"a,b",3,3,3,3,12,1,1,6,3,1,390.0,1,1,1,9,1,1,480.0,5,3,8,1,330.0,480.0,8,1,1,1,3,2,2,4,5,2,5.0,2.0,3.0,3.0,2.0,3.0,3,1,2,1,4,"a,b,d,c,e",2,2,1,3,3,3,1,2,1,3,1,2,4,2,1,2,4,2,,,,1,2,1,2,2,2,3,3,1,3.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1,4,3,3
927,1.238,10-Dec-2014 03:38:48,10-Dec-2014 03:49:28,10,9,"b,a",2,2,2,3,10,3,2,6,3,1,480.0,11,3,2,9,1,1,570.0,7,1,8,1,420.0,480.0,6,3,4,3,2,2,4,3,3,4,1.0,3.0,2.0,2.0,3.0,2.0,2,1,3,2,4,"a,b,e,d,c",4,3,4,3,2,2,1,2,1,2,2,3,2,2,3,3,4,2,,,,3,2,3,3,2,2,3,2,3,5.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,1,3,2,2
929,0.6788,10-Dec-2014 03:47:57,10-Dec-2014 04:00:36,12,6,"b,a",3,4,3,3,1,1,1,8,1,1,420.0,1,1,1,8,1,1,420.0,7,1,7,1,420.0,420.0,8,1,3,3,1,1,1,1,1,4,-1.0,3.0,3.0,3.0,3.0,3.0,1,1,3,2,3,"a,b,c,d,e",3,2,4,1,1,2,2,2,2,2,1,4,4,2,4,4,4,2,,,,2,2,3,3,2,3,3,3,2,4.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,-1.0,1,4,1,2
930,0.6522,10-Dec-2014 03:51:56,10-Dec-2014 04:13:20,21,9,"b,a",4,4,4,3,11,1,2,8,1,1,540.0,11,1,2,8,1,1,540.0,8,1,8,1,480.0,480.0,8,1,3,3,2,2,4,2,4,3,5.0,3.0,3.0,3.0,3.0,3.0,1,1,2,1,2,"a,b,e,d,c",3,3,4,2,2,2,2,1,1,2,2,2,4,2,4,3,4,2,,,,2,2,2,3,2,2,1,1,1,,,,,,,,,,,,,,,,1,1,1,4
931,1.3254,10-Dec-2014 04:00:23,10-Dec-2014 04:27:28,27,9,"b,a",-1,3,-1,-1,1,3,1,5,3,1,240.0,1,3,-1,5,3,-1,,4,3,4,3,270.0,270.0,5,1,1,1,3,3,2,3,3,1,-1.0,3.0,3.0,4.0,4.0,3.0,1,1,-1,-1,2,"a,b,d,c,e",-1,5,5,2,1,-1,1,1,1,1,3,-1,3,-1,-1,-1,-1,-1,,,,3,2,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,3,1,2,-1
932,0.8134,10-Dec-2014 04:16:20,10-Dec-2014 04:25:07,8,1,"b,a",2,2,2,2,11,3,2,7,1,1,450.0,12,1,1,7,1,1,420.0,7,1,7,1,420.0,420.0,7,1,2,2,3,3,2,4,4,2,1.0,3.0,3.0,3.0,3.0,4.0,3,1,3,2,4,"a,b,e,c,d",4,4,3,2,3,2,2,2,1,1,1,2,2,2,3,3,4,2,,,,3,3,3,3,4,3,2,2,1,3.0,2.0,,,,,,,,,,,,,,1,1,1,1
933,1.1268,10-Dec-2014 04:29:26,10-Dec-2014 04:40:12,10,9,"a,b",2,3,2,3,11,3,2,9,2,1,585.0,12,3,1,9,4,1,555.0,6,1,6,1,360.0,360.0,8,1,3,3,4,2,3,3,3,3,5.0,4.0,4.0,3.0,4.0,3.0,4,4,3,2,1,"a,b,d,e,c",3,4,5,1,2,3,1,1,1,3,4,3,3,1,3,2,4,2,,,,4,4,3,4,3,3,3,2,2,4.0,2.0,,,,,,,,,,,,,,1,2,1,1
934,0.9065,10-Dec-2014 04:57:40,10-Dec-2014 05:08:00,10,9,"b,a",2,2,2,1,2,-1,1,12,-1,2,600.0,3,-1,1,2,-1,2,660.0,10,1,11,1,600.0,660.0,12,1,5,5,2,5,3,3,2,4,1.0,2.0,2.0,2.0,3.0,4.0,1,1,2,1,3,"a,b,c,d,e",4,4,4,3,3,2,3,3,3,4,1,1,3,2,1,2,4,2,,,,3,3,3,3,4,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,1
935,0.9322,10-Dec-2014 05:10:31,10-Dec-2014 05:27:44,17,4,"b,a",2,-1,2,4,11,1,2,5,1,1,360.0,11,1,2,5,1,1,360.0,5,1,5,1,300.0,300.0,8,1,3,3,4,3,3,4,4,3,3.0,1.0,3.0,3.0,2.0,2.0,4,4,3,2,2,"a,b,c,e,d",3,3,3,2,3,4,2,3,2,2,3,3,3,2,3,3,4,2,,,,2,1,2,2,1,1,4,3,3,11.0,1.0,3.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,3.0,4,3,4,2
936,0.5107,10-Dec-2014 05:31:33,10-Dec-2014 05:39:54,8,1,"b,a",2,1,2,1,11,1,2,7,3,1,510.0,11,1,2,7,3,1,510.0,8,3,8,3,510.0,510.0,8,1,5,5,1,1,5,1,1,5,,,,,,,1,1,2,1,1,"a,b,e,c,d",4,4,5,1,1,1,2,2,2,1,2,1,2,2,3,3,4,1,1.0,2.0,2.0,3,3,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,1
937,1.3713,10-Dec-2014 05:38:37,10-Dec-2014 05:46:00,7,1,"b,a",2,1,2,2,10,3,2,5,2,1,405.0,11,3,2,7,1,1,450.0,6,1,7,1,360.0,420.0,8,1,4,4,1,1,4,1,1,5,,,,,,,1,1,2,1,2,"a,b,c,e,d",4,3,4,1,2,2,2,2,2,3,2,2,1,1,3,2,4,2,,,,2,1,1,1,1,2,4,3,1,10.0,2.0,,,,,,,,,,,,,,4,1,4,2
938,1.9831,10-Dec-2014 05:43:09,10-Dec-2014 05:54:02,10,9,"b,a",2,1,1,1,11,1,2,7,1,1,480.0,11,2,2,9,1,1,585.0,9,1,10,1,540.0,600.0,9,1,3,3,2,2,4,4,4,4,2.0,3.0,2.0,3.0,3.0,2.0,1,1,3,2,3,"a,b,c,d,e",4,4,4,4,4,4,3,4,4,5,2,2,3,2,2,2,4,2,,,,3,3,3,3,3,2,3,3,3,3.0,2.0,,,,,,,,,,,,,,2,2,2,2
939,0.8516,10-Dec-2014 05:54:53,10-Dec-2014 06:02:56,8,9,"a,b",2,2,2,2,11,1,2,6,3,1,450.0,11,1,2,7,3,1,510.0,7,1,8,3,420.0,510.0,6,3,5,5,1,1,4,1,1,5,,,,,,,1,1,1,1,2,"a,b,d,e,c",5,5,4,1,1,1,1,3,1,1,1,1,1,1,4,2,4,2,,,,3,4,4,4,4,4,3,3,1,7.0,2.0,,,,,,,,,,,,,,3,2,2,1
941,1.0272,10-Dec-2014 07:00:59,10-Dec-2014 07:17:27,16,9,"b,a",2,2,2,1,11,3,2,7,3,1,480.0,12,1,1,8,3,1,510.0,7,3,7,1,450.0,420.0,6,3,4,4,1,2,4,2,2,4,,,,,,,1,4,2,1,1,"a,b,c,d,e",4,4,4,3,3,2,1,1,1,1,1,2,2,2,1,1,4,2,,,,3,3,3,3,2,2,2,2,1,2.0,2.0,,,,,,,,,,,,,,1,1,1,1
942,0.6734,10-Dec-2014 08:34:15,10-Dec-2014 08:39:16,5,3,"b,a",3,1,3,2,10,2,2,6,3,1,495.0,11,4,2,11,1,1,675.0,8,1,10,1,480.0,600.0,8,1,5,5,2,1,5,1,1,5,,,,,,,1,1,1,1,3,"a,b,d,c,e",5,5,5,1,1,1,2,1,1,1,1,1,1,1,5,2,4,2,,,,4,4,4,4,4,4,1,1,1,,,,,,,,,,,,,,,,1,1,1,1
943,1.4242,10-Dec-2014 13:04:53,10-Dec-2014 13:25:34,20,7,"b,a",1,3,2,5,6,3,1,3,4,2,555.0,4,2,1,11,1,2,1125.0,-1,1,-1,1,,,3,1,4,3,1,3,3,2,4,4,3.0,2.0,1.0,1.0,1.0,3.0,2,1,3,2,1,"a,b,d,c,e",1,3,3,1,1,4,2,3,2,3,2,1,5,3,3,2,2,2,,,,2,2,3,3,2,2,4,3,1,7.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,3,2,2,1
944,1.0229,10-Dec-2014 13:10:57,10-Dec-2014 13:18:09,7,3,"b,a",2,1,3,2,10,1,2,6,1,1,480.0,10,1,2,6,1,1,480.0,8,1,8,1,480.0,480.0,7,1,4,3,2,1,4,2,3,4,5.0,3.0,4.0,4.0,4.0,4.0,1,1,2,1,2,"a,b,e,c,d",4,4,4,4,3,1,1,2,1,2,1,1,1,1,3,2,4,2,,,,2,3,4,4,3,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,2
946,0.9838,10-Dec-2014 13:57:46,10-Dec-2014 14:07:03,9,9,"b,a",3,2,3,2,11,1,2,5,3,1,390.0,12,1,1,8,1,1,480.0,6,1,7,1,360.0,420.0,6,1,2,3,2,4,3,2,1,4,1.0,3.0,3.0,3.0,3.0,3.0,3,1,3,2,4,"a,b,e,d,c",4,3,2,3,3,3,1,2,1,1,3,3,3,2,3,1,2,2,,,,2,2,3,3,3,2,3,2,2,7.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,1,2,1,2
947,1.1109,10-Dec-2014 14:20:34,10-Dec-2014 14:28:20,7,9,"a,b",2,2,2,1,12,1,1,7,1,1,420.0,12,1,1,9,1,1,540.0,6,1,7,1,360.0,420.0,7,1,2,2,4,1,3,4,4,3,5.0,2.0,3.0,3.0,3.0,3.0,1,4,2,1,5,"a,b,c,e,d",2,3,3,4,2,1,1,4,1,3,3,3,4,3,1,2,2,2,,,,2,3,2,2,3,2,1,1,1,,,,,,,,,,,,,,,,2,2,2,2
948,0.9197,10-Dec-2014 14:24:11,10-Dec-2014 14:33:19,9,9,"a,b",2,1,2,1,10,3,2,5,4,1,435.0,11,1,2,6,4,1,465.0,6,2,7,1,375.0,420.0,7,1,2,3,4,2,3,3,3,3,5.0,3.0,4.0,4.0,3.0,4.0,1,1,2,1,1,"a,b,c,e,d",3,4,4,2,3,2,1,3,1,3,1,4,3,2,4,2,4,2,,,,3,3,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,2
949,0.7376,10-Dec-2014 14:48:32,10-Dec-2014 15:27:43,39,9,"b,a",2,2,2,2,10,3,2,7,1,1,510.0,10,3,2,7,1,1,510.0,6,1,6,1,360.0,360.0,6,1,3,3,2,2,3,3,3,3,4.0,3.0,3.0,3.0,3.0,3.0,1,1,2,1,2,"a,b,c,d,e",3,4,3,2,2,3,1,1,1,2,3,3,3,2,4,2,3,2,,,,3,3,3,3,3,3,2,2,1,2.0,2.0,,,,,,,,,,,,,,1,1,1,2
950,0.6558,10-Dec-2014 15:14:18,10-Dec-2014 15:20:31,6,9,"a,b",3,-1,3,2,11,2,2,7,4,1,510.0,1,1,1,10,4,1,585.0,6,3,9,4,390.0,585.0,7,1,3,3,3,2,4,2,3,4,5.0,2.0,3.0,2.0,2.0,2.0,3,1,2,1,3,"a,b,d,c,e",3,3,3,2,3,3,2,4,2,2,5,3,3,3,2,2,3,2,,,,2,2,2,2,2,2,4,3,3,8.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,2,4,4,2
951,1.4773,10-Dec-2014 15:55:22,10-Dec-2014 16:13:46,18,9,"a,b",3,3,3,3,12,1,1,8,3,1,510.0,12,1,1,8,3,1,510.0,5,1,5,1,300.0,300.0,7,1,1,1,5,2,1,5,5,1,2.0,2.0,2.0,3.0,3.0,3.0,2,1,3,2,4,"a,b,c,d,e",2,3,5,5,5,4,3,5,2,3,2,2,2,1,3,4,1,2,,,,2,2,1,3,2,1,4,4,3,9.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,2,2,3,3
952,0.6223,10-Dec-2014 16:04:09,10-Dec-2014 16:13:12,9,9,"b,a",3,2,3,3,11,2,2,6,3,1,435.0,11,3,2,7,1,1,450.0,7,1,7,1,420.0,420.0,7,1,4,4,2,1,4,2,2,3,,,,,,,2,1,3,2,2,"a,b,e,c,d",4,4,4,1,2,2,2,2,2,2,2,2,2,3,3,3,4,2,,,,2,2,3,3,3,3,3,3,2,7.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,,2,3,3,2
953,0.8033,10-Dec-2014 16:05:32,10-Dec-2014 16:12:30,6,9,"a,b",2,1,2,2,11,1,2,7,1,1,480.0,11,1,2,8,2,1,555.0,7,1,8,1,420.0,480.0,8,1,3,2,3,2,3,3,3,3,4.0,3.0,3.0,3.0,3.0,3.0,1,1,3,2,3,"a,b,e,d,c",3,3,2,3,2,3,1,2,1,1,3,3,4,2,4,2,4,2,,,,2,2,2,3,2,2,3,3,3,8.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2,4,3,3
954,0.8476,10-Dec-2014 16:20:19,10-Dec-2014 16:37:17,16,9,"b,a",3,3,3,3,11,3,2,7,1,1,450.0,11,1,2,9,1,1,600.0,8,1,9,1,480.0,540.0,8,1,4,3,2,1,4,2,2,4,3.0,3.0,4.0,3.0,4.0,4.0,1,1,1,1,1,"a,b,e,c,d",4,4,4,1,2,1,1,1,1,2,1,3,3,1,4,2,4,2,,,,3,3,2,3,3,3,2,2,1,6.0,2.0,,,,,,,,,,,,,,1,1,1,2
955,0.8567,10-Dec-2014 16:35:36,10-Dec-2014 16:44:18,8,9,"a,b",1,1,2,1,10,1,2,6,1,1,480.0,10,1,2,5,1,1,420.0,7,1,7,1,420.0,420.0,7,1,5,5,2,1,4,2,2,4,,,,,,,1,1,2,1,3,"a,b,c,d,e",4,4,4,2,2,2,1,1,1,3,2,3,2,1,3,2,4,2,,,,2,3,3,3,3,2,3,3,1,8.0,2.0,,,,,,,,,,,,,,1,2,2,2
956,0.7781,10-Dec-2014 16:49:28,11-Dec-2014 02:27:56,578,9,"a,b",2,2,2,2,10,1,2,5,4,1,465.0,11,1,2,6,3,1,450.0,7,1,7,1,420.0,420.0,6,1,3,3,2,1,3,1,1,4,1.0,3.0,3.0,3.0,3.0,3.0,1,1,3,2,3,"a,b,c,d,e",4,4,3,1,2,1,1,1,1,3,3,3,4,1,3,4,4,2,,,,2,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,3,4,4,2
957,1.5149,10-Dec-2014 17:21:19,10-Dec-2014 17:29:18,7,9,"b,a",3,3,3,3,9,1,2,4,2,1,435.0,9,3,2,7,1,1,570.0,6,1,7,1,360.0,420.0,7,3,3,3,3,2,3,3,3,4,5.0,3.0,3.0,3.0,3.0,3.0,2,1,2,1,3,"a,b,c,d,e",4,3,4,2,2,2,2,2,3,3,1,3,3,2,4,2,3,2,,,,3,3,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,1,1,1,2
958,0.869,10-Dec-2014 17:22:01,10-Dec-2014 17:45:45,23,9,"b,a",3,3,3,1,10,-1,2,7,-1,1,540.0,10,1,2,7,1,1,540.0,9,1,9,1,540.0,540.0,8,1,5,5,1,1,5,2,1,4,,,,,,,2,1,1,1,2,"a,b,e,c,d",5,5,5,1,1,1,1,1,1,2,1,3,3,2,2,4,4,2,,,,3,3,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,2,2,2,2
959,0.807,10-Dec-2014 18:49:00,11-Dec-2014 07:06:58,737,9,"b,a",3,3,3,2,11,3,2,8,1,1,510.0,2,1,1,9,1,1,420.0,6,1,8,1,360.0,480.0,6,1,4,4,1,1,4,2,2,4,,,,,,,2,1,2,1,2,"a,b,e,d,c",4,4,4,2,3,2,2,1,1,2,1,3,3,2,4,3,4,2,,,,3,3,2,3,3,3,2,2,1,3.0,2.0,,,,,,,,,,,,,,1,1,1,1
960,0.6628,10-Dec-2014 19:06:38,10-Dec-2014 19:27:14,20,4,"a,b",4,4,4,4,11,-1,2,9,-1,1,600.0,11,1,2,9,1,1,600.0,9,1,9,1,540.0,540.0,9,1,3,3,4,2,3,4,3,3,5.0,2.0,2.0,2.0,2.0,2.0,2,1,3,2,3,"a,b,d,c,e",3,3,5,2,2,3,1,2,1,2,2,2,2,2,3,3,4,2,,,,2,2,1,2,2,2,3,3,3,6.0,1.0,5.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,2,2,3,3
961,0.7186,10-Dec-2014 19:37:40,10-Dec-2014 19:49:27,11,4,"b,a",3,2,3,2,12,1,1,6,1,1,360.0,12,1,1,6,1,1,360.0,5,1,5,1,300.0,300.0,6,1,2,3,3,2,2,3,3,3,5.0,4.0,4.0,4.0,4.0,4.0,1,1,2,1,1,"a,b,e,c,d",3,2,4,2,2,2,1,1,1,3,1,4,4,3,3,2,3,2,,,,3,3,3,3,3,3,2,2,2,2.0,2.0,,,,,,,,,,,,,,1,1,1,2
962,0.6792,10-Dec-2014 19:46:45,10-Dec-2014 19:56:57,10,9,"b,a",3,3,3,2,1,1,1,9,3,1,510.0,1,1,1,9,3,1,510.0,8,1,8,1,480.0,480.0,8,1,5,5,1,1,5,1,3,4,5.0,4.0,4.0,4.0,4.0,4.0,1,1,1,1,2,"a,b,c,d,e",4,4,2,1,1,1,5,2,3,3,1,4,4,1,2,1,4,2,,,,4,4,4,4,4,4,1,1,1,,,,,,,,,,,,,,,,1,1,1,2
964,0.9825,10-Dec-2014 20:18:45,10-Dec-2014 20:50:37,31,9,"a,b",3,3,3,2,10,3,2,8,1,1,570.0,11,1,2,8,1,1,540.0,8,1,7,3,480.0,450.0,8,1,4,4,2,2,5,1,2,5,,,,,,,1,1,2,1,2,"a,b,e,d,c",4,4,5,1,2,1,2,2,1,1,1,2,2,2,4,2,3,2,,,,2,2,1,1,2,2,1,1,1,,,,,,,,,,,,,,,,2,2,3,1
965,1.5534,10-Dec-2014 20:27:59,10-Dec-2014 20:34:26,6,9,"a,b",2,2,2,2,1,1,1,8,3,1,450.0,3,1,1,10,1,1,420.0,6,3,9,1,390.0,540.0,8,1,2,3,2,4,2,3,3,3,5.0,3.0,2.0,3.0,2.0,3.0,1,1,3,2,3,"a,b,e,c,d",3,2,3,3,3,1,3,4,4,4,5,2,4,2,4,2,4,2,,,,3,2,2,2,2,3,2,2,1,2.0,2.0,,,,,,,,,,,,,,2,2,2,2
966,0.6608,10-Dec-2014 20:58:54,10-Dec-2014 23:25:52,146,9,"a,b",2,1,2,3,9,3,2,6,1,1,510.0,11,1,2,7,3,1,510.0,8,1,8,1,480.0,480.0,8,1,3,3,3,3,3,3,4,3,5.0,2.0,3.0,3.0,3.0,3.0,1,1,3,2,2,"a,b,d,e,c",3,3,3,4,2,2,3,4,3,4,3,2,2,2,3,3,4,2,,,,2,2,2,2,2,2,1,1,1,,,,,,,,,,,,,,,,1,1,1,1
967,0.5339,10-Dec-2014 21:36:41,10-Dec-2014 21:45:17,8,9,"a,b",2,2,2,2,9,4,2,7,1,1,555.0,9,4,2,7,1,1,555.0,8,1,8,1,480.0,480.0,8,1,4,4,2,2,4,2,2,4,,,,,,,1,1,1,1,1,"a,b,d,e,c",4,4,4,1,3,2,2,2,2,2,1,2,3,2,4,2,4,2,,,,3,3,3,3,3,3,1,1,1,,,,,,,,,,,,,,,,2,2,1,1
968,1.2421,10-Dec-2014 21:37:22,10-Dec-2014 21:46:18,8,9,"a,b",2,2,3,1,10,1,2,6,1,1,480.0,11,1,2,9,1,1,600.0,7,1,8,1,420.0,480.0,7,1,4,3,2,2,3,2,2,3,5.0,3.0,3.0,3.0,3.0,3.0,1,1,2,1,2,"a,b,c,d,e",3,2,4,3,2,1,2,2,1,2,1,3,2,1,3,3,4,2,,,,3,3,3,4,3,3,3,2,1,5.0,2.0,,,,,,,,,,,,,,1,1,1,2
969,1.2703,10-Dec-2014 23:31:01,10-Dec-2014 23:35:52,4,9,"b,a",1,1,1,1,9,1,2,7,1,1,600.0,11,1,2,8,1,1,540.0,8,1,5,1,480.0,300.0,7,1,5,5,3,3,5,2,2,5,2.0,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,"a,b,c,d,e",5,5,5,3,3,3,5,5,5,5,5,3,3,4,4,-1,2,2,,,,2,2,2,2,2,2,3,3,3,7.0,2.0,,,,,,,,,,,,,,3,3,3,4
970,1.3835,11-Dec-2014 00:26:39,11-Dec-2014 00:32:37,5,3,"b,a",2,3,4,3,10,1,2,5,1,1,420.0,10,1,2,7,1,1,540.0,6,1,4,1,360.0,240.0,7,1,3,3,2,1,1,4,1,2,4.0,3.0,1.0,3.0,3.0,2.0,3,2,3,2,3,"a,b,d,c,e",3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,4,3,2,,,,2,2,3,3,2,3,3,2,4,5.0,2.0,,,,,,,,,,,,,,4,3,3,2
