caseid,market,census,region,qs1,s1t,qs3,q1a,q2a,q3,q3b,q4a,q5a,q6a,weekavg,q6b,q7a,q7b,q7c,q7d,q8a,q8b,q8c,q9a,q9b,q9c,q9d,q9e,q10,q11,q12,q13,q14,q15a,q15b,q15c,q16a,q16b,q16c,q17a,q17b,q18,q19,q20,q21a,slp,q21b,q22a,q22b,q22c,q22d,q22e,q22f,q22g,q23a,q23b,q23c,q23d,q23e,q23f,q24a,q24b,q24c,q24d,q24e,q24f,q24g,q25a,q25b,q25c,q25d,q25e,q26a,q26b,q26c,q27,q28,q2901,q2902,q2903,q2904,q2905,q2906,q30a,q30b,q31a,q31b,q32,q33a,q33b,q33c,q34,q35a,q35b,q35c,q35d,q35e,q35f,q3601,q3602,q3603,q3604,q3605,q3606,q3607,q3608,q3609,q3610,q37,d1,d2a,d2b,d2c,d2d,ttlkid,d3,d4,d501,d502,d503,d504,d6,d7,q38,q39a,q39b,q39c,q39d,q40a,q40b,q40c,q40d
1010,West6,4,4,1,,1,2,12,6.00,00,5,14,7.00,6.29,00,4,4,4,4,5,1,2,4,4,4,3,3,3,2,2,4,3,2,2,2,,,,1,1,2,,3,7.00,1.00,00,1,2,3,2,2,1,1,3,4,5,5,4,4,3,4,4,3,3,4,4,2,3,2,2,3,1,1,2,000,2,6,,,,,,4,4,4,2,3,4,2,3,3,10,10,10,10,10,08,2,,,,,,,,,,1,2,96, , , ,,3,3,1,,,,041,4,2,2,1,2,2,,,,
288,NE1,1,1,1,,2,5,14,6.50,30,6,2,6.50,6.50,30,2,5,4,4,99,1,4,3,2,3,3,3,3,4,3,4,4,2,2,2,,,,2,2,2,,3,7.00,1.00,00,1,2,2,1,2,1,3,3,4,4,4,3,2,4,3,3,4,4,2,3,2,2,2,2,2,2,2,2, ,,,,,,,,3,4,2,2,3,4,2,1,4,09,06,10,08,08,09,2,,,,,,,,,,1,4,96, , , ,,4,6,1,,,,053,3,1,3,3,3,3,2,1,1,2
845,South4,3,3,1,,1,9,4,6.50,30,10,4,6.50,6.50,30,3,2,2,3,5,5,1,3,3,3,4,3,3,4,3,3,3,2,2,2,,,,1,1,2,,2,7.00,1.00,00,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,3,3,3,3,3,3,2,2,3,3,1,2,2,000,3,6,,,,,,3,3,3,3,3,3,3,3,4,10,10,10,10,10,08,2,,,,,,,,,,4,1,96, , , ,,4,5,1,,,,040,5,3,2,2,2,2,,,,
473,South4,3,3,1,,1,4,13,7.00,00,11,1,6.00,6.71,00,2,2,2,4,2,2,1,4,3,4,1,3,4,4,4,4,4,2,2,2,,,,2,1,2,,2,7.00,2.00,00,4,4,3,3,3,4,3,3,4,4,4,3,2,5,5,4,5,1,5,5,2,2,2,2,2,2,2,2, ,,,,,,,,4,3,4,4,3,4,1,4,4,12,15,11,11,09,09,2,,,,,,,,,,1,2,96, , , ,,4,2,1,,,,024,1,2,2,3,3,2,2,1,2,2
87,South2,3,3,1,,2,3,14,5.00,00,11,3,8.00,5.86,00,5,5,4,4,5,5,4,4,4,4,4,3,1,2,3,3,3,2,2,2,,,,1,4,2,,3,8.00,1.00,00,2,1,5,1,2,1,1,2,5,1,5,2,5,2,3,4,4,2,4,4,2,2,2,4,2,2,2,2, ,,,,,,,,3,4,4,4,6,4,1,4,4,08,06,10,08,10,07,2,,,,,,,,,,1,6,96, , , ,,4,7,1,,,,047,3,1,4,3,3,3,1,1,1,1
106,South1,3,3,1,,2,4,14,5.00,00,9,1,8.00,5.86,00,1,5,2,4,5,1,1,4,3,3,4,1,2,4,3,4,4,2,2,2,,,,2,1,2,,2,8.00,1.00,00,1,2,3,2,2,2,2,3,3,3,5,3,4,4,3,4,4,3,4,3,3,2,2,2,2,1,1,2,00,2,4,,,,,,3,4,3,3,2,2,4,2,2,12,08,10,10,10,10,1,,,,,,,,,,1,1,01,96,96,01,1,4,6,1,,,,028,6,2,3,2,1,3,,,,
349,South3,3,3,1,,1,7,3,5.00,00,11,4,8.00,5.86,00,5,5,2,2,1,2,1,4,3,4,3,1,3,4,4,3,4,2,2,2,,,,1,5,2,,2,8.00,1.00,00,1,1,2,1,1,2,1,1,5,5,1,2,5,4,3,5,3,5,5,4,1,2,2,2,2,2,2,2, ,,,,,,,,4,4,4,4,3,3,1,2,4,08,06,08,08,07,08,2,,,,,,,,,,3,1,01,96,01,96,1,4,3,3,,,,027,2,2,3,2,1,2,,,,
481,Mid3,2,2,1,,1,2,12,5.00,00,5,10,8.00,5.86,00,1,3,3,4,99,1,4,4,4,4,4,2,3,4,4,4,4,2,2,2,,,,1,1,2,,3,8.00,1.00,00,2,3,99,3,3,2,3,3,4,3,4,4,4,5,4,5,1,5,3,5,1,1,1,3,3,2,2,2, ,,,,,,,,2,4,3,4,5,3,4,1,4,10,10,18,18,18,12,2,,,,,,,,,,4,4,96, , , ,,4,5,1,,,,052,5,1,4,4,4,4,2,2,2,2
643,South4,3,3,1,,1,3,2,5.00,00,11,1,8.00,5.86,00,1,1,1,5,4,1,1,4,4,4,4,2,5,4,3,4,99,2,2,2,,,,1,1,2,,2,8.00,1.00,00,1,2,1,2,1,2,2,1,4,3,4,4,4,3,4,3,1,2,4,3,5,4,1,3,99,1,1,2,000,5,1,,,,,,2,3,4,2,99,4,3,3,4,10,12,12,12,12,08,1,,,,,,,,,,1,1,02,96,01,01,2,4,3,1,,,,029,3,3,3,4,1,4,2,2,2,2
358,NE3,1,1,1,,2,7,12,6.00,00,7,12,7.00,6.29,00,2,3,3,5,1,1,2,3,2,4,4,2,3,3,3,4,4,2,2,2,,,,1,1,2,,2,8.00,1.00,00,2,2,3,2,3,2,3,1,3,3,2,2,4,4,4,4,4,4,4,4,2,2,2,1,3,2,2,2, ,,,,,,,,3,4,4,1,3,3,3,2,4,10,8,12,12,12,8,5,,,,,,,,,,,1,01,96,96,01,1,5,6,1,,,,029,6,3,2,2,2,2,,,,
672,South1,3,3,1,,2,6,15,6.00,00,8,15,7.00,6.29,00,2,5,2,5,2,1,1,3,3,3,3,3,2,4,3,1,3,2,2,2,,,,1,1,2,,4,8.00,1.00,00,1,2,1,1,1,2,2,2,4,2,4,4,4,2,3,4,5,3,4,3,4,3,1,4,3,1,2,2,002,4,3,,,,,,3,3,3,3,3,3,3,2,3,08,08,08,08,08,08,5,,,,,,,,,,,1,03,96,01,02,3,3,6,1,,,,032,5,2,3,3,3,4,2,1,2,1
532,NE3,1,1,1,,2,3,1,6.50,30,3,1,6.50,6.50,30,2,4,2,4,1,1,1,4,4,4,4,2,2,4,4,3,3,2,2,2,,,,1,1,2,,3,8.00,1.00,00,3,2,3,3,3,2,3,4,5,3,2,4,2,3,3,5,5,3,4,4,1,2,1,1,99,2,2,2, ,,,,,,,,4,4,1,4,3,4,3,3,1,8,8,10,8,8,10,5,,,,,,,,,,,1,02,96,96,02,2,5,5,1,,,,029,5,2,4,3,3,3,2,1,2,2
920,South2,3,3,1,,1,3,13,6.50,30,3,13,6.50,6.50,30,2,2,3,3,99,1,3,2,3,4,4,3,3,4,3,4,4,2,2,2,,,,1,1,2,,3,8.00,1.00,00,4,3,1,3,4,4,1,3,4,2,3,1,1,2,3,5,3,5,5,3,1,1,1,1,1,2,2,2, ,,,,,,,,4,4,4,4,5,1,1,4,4,08,08,08,08,08,08,7,,,,,,,,,,,6,01,01,96,96,1,4,2,1,,,,067,1,1,1,3,3,1,2,2,2,2
589,South5,3,3,1,,2,3,12,7.00,00,7,12,6.00,6.71,00,1,1,1,1,2,1,1,4,4,4,4,2,4,4,4,4,3,2,2,2,,,,1,1,2,,1,8.00,1.00,00,2,4,2,1,3,2,3,2,5,3,5,3,4,4,5,4,1,3,5,3,1,1,2,2,2,2,2,2, ,,,,,,,,4,4,4,2,3,4,1,4,4,08,08,08,09,08,08,3,,,,,,,,,,1,4,96, , , ,,3,6,3,,,,052,1,2,1,4,3,1,2,1,99,1
688,West1,4,4,1,,1,3,12,7.00,00,7,1,6.00,6.71,00,1,1,2,2,5,2,1,4,4,4,4,4,3,2,3,3,4,2,2,2,,,,2,1,1,2,2,8.00,1.00,00,1,2,3,2,1,2,2,1,4,4,4,4,5,3,5,3,1,3,3,3,2,2,2,2,2,1,1,1,007,2,6,,,,,,4,4,4,3,3,1,1,4,3,10,10,10,10,10,08,2,,,,,,,,,,4,2,96, , , ,,4,6,1,,,,024,2,4,1,3,1,3,2,1,2,2
519,Mid3,2,2,1,,2,6,14,8.00,00,8,3,5.00,7.14,00,4,4,4,4,5,2,2,4,4,4,3,4,3,3,3,3,3,2,2,1,,,1,5,5,2,,4,8.00,2.00,00,1,2,2,2,2,2,4,1,4,4,4,4,2,3,3,3,4,3,3,3,4,1,1,1,4,1,2,2,0,4,3,,,,,,2,4,2,1,5,3,3,1,3,8,12,12,12,12,8,2,5,,,,,,,,,4,1,02,96,96,02,2,3,4,1,,,,027,4,3,3,3,2,3,1,1,2,1
574,Mid4,2,2,1,,2,6,14,6.00,00,8,15,7.00,6.29,00,1,5,4,5,1,1,1,4,4,4,4,2,2,4,4,4,4,2,2,2,,,,1,1,2,,1,8.50,1.00,30,2,3,3,2,1,1,3,3,4,4,4,4,4,2,3,3,3,1,4,4,1,1,1,1,1,1,2,2,000,4,3,,,,,,3,4,4,4,2,4,3,1,3,06,05,08,08,08,06,2,4,,,,,,,,,1,1,01,96,96,01,1,3,6,1,,,,027,5,2,1,3,3,3,2,1,2,2
380,South3,3,3,1,,2,6,15,7.00,00,12,4,6.00,6.71,00,5,5,4,5,3,2,3,4,3,4,3,4,2,4,4,3,3,2,2,2,,,,2,1,2,,5,8.50,1.00,30,2,4,3,2,4,1,4,1,5,3,3,3,5,1,3,3,4,2,4,3,5,5,2,5,4,2,2,2, ,,,,,,,,3,4,4,3,1,4,4,1,4,10,08,09,08,09,08,2,,,,,,,,,,1,1,96, , , ,,2,5,3,,,,024,2,1,3,3,2,4,2,1,1,1
401,South3,3,3,1,,1,4,1,6.00,00,9,3,7.00,6.29,00,5,4,4,4,1,1,5,4,4,4,4,1,1,4,4,3,3,2,2,2,,,,1,1,2,,2,9.00,1.00,00,1,1,3,1,2,1,1,1,5,1,5,4,5,2,1,2,1,3,3,1,1,5,2,5,5,1,1,2,000,1,,,,,,,4,4,4,4,3,4,1,4,4,08,12,02,08,08,08,3,,,,,,,,,,1,1,03,96,02,01,3,1,3,1,,,,032,2,1,4,3,3,2,2,1,2,2
1,Mid2,2,2,1,,2,5,14,6.00,00,10,3,7.00,6.29,00,1,1,5,5,99,2,3,4,3,3,4,4,5,4,4,4,4,99,2,2,,,,1,1,2,,5,10.00,1.00,00,2,1,2,2,2,2,2,5,5,2,3,4,5,4,3,5,5,2,4,4,1,1,2,5,2,2,2,2, ,,,,,,,,4,4,4,4,6,4,1,99,99,8,10,8,8,8,6,2,,,,,,,,,,1,1,03,96,96,02,,4,6,1,,,,028,2,1,3,4,3,3,2,2,2,2
900,West1,4,4,1,,1,11,4,7.00,00,11,4,6.00,6.71,00,5,1,1,4,3,99,3,4,4,4,4,1,1,4,3,4,4,2,2,2,,,,2,1,1,2,3,99.00,4.00, ,3,3,3,3,99,2,3,99,5,3,5,3,3,3,3,4,3,4,2,5,2,2,2,2,2,2,2,2, ,,,,,,,,4,3,3,3,99,2,4,2,4,10,8,8,8,8,10,6,,,,,,,,,,,3,96, , , ,,5,6,1,,,,028,7,2,3,2,1,3,,,,
138,South2,3,3,1,,1,5,13,7.50,30,5,1,6.00,7.07,00,1,2,2,3,99,1,1,4,4,4,4,1,4,4,4,3,3,2,2,2,,,,1,1,2,,2,3.00,3.00,00,1,1,1,1,1,1,1,3,5,2,5,4,5,4,4,4,4,2,4,3,1,1,1,1,1,1,2,2,00,3,1,,,,,,3,4,3,2,1,4,1,3,4,08,09,12,13,12,07,2,,,,,,,,,,1,2,96, , , ,,3,3,1,,,,024,4,1,1,4,1,4,2,2,2,2
486,West5,4,4,1,,1,2,11,5.50,30,5,11,8.00,6.21,00,1,3,3,2,99,2,1,3,1,3,3,1,3,4,3,4,4,2,2,2,,,,1,1,2,,2,5.00,3.00,30,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,3,5,5,5,2,2,2,2,2,2,2,2, ,,,,,,,,98,4,99,99,99,99,99,99,99,99,99,99,99,99,99,2,,,,,,,,,,1,1,96, , , ,,5,6,98,,,,065,98,3,1,2,2,2,,,,
195,South1,3,3,1,,2,9,13,6.00,00,9,2,7.50,6.43,30,4,4,2,5,3,1,1,4,4,4,4,3,2,4,4,4,4,2,2,2,,,,1,1,2,,3,5.00,3.00,00,1,2,1,1,2,2,2,1,5,1,5,5,5,1,3,3,1,1,4,3,2,2,2,5,2,2,2,2, ,,,,,,,,4,4,99,3,5,4,1,4,3,09,08,08,09,08,09,2,,,,,,,,,,4,2,96, , , ,,4,3,1,,,,047,2,3,3,3,1,3,2,1,2,2
254,NE2,1,1,1,,2,5,15,6.50,30,7,15,7.00,6.64,00,4,5,3,2,2,1,4,1,1,1,3,3,2,4,3,3,3,2,2,2,,,,1,1,2,,3,5.00,3.00,00,99,3,3,3,3,3,3,3,1,3,3,3,3,5,5,5,99,5,5,5,2,2,1,1,1,2,2,2, ,,,,,,,,3,4,4,2,1,4,2,2,4,07,06,07,07,07,07,7,,,,,,,,,,,1,96, , , ,,4,3,1,,,,060,7,1,4,4,3,3,2,1,2,1
564,West5,4,4,1,,2,6,14,6.50,30,6,2,7.00,6.64,00,3,3,3,3,2,1,1,3,3,2,3,2,4,4,4,4,4,2,2,2,,,,1,1,2,,2,5.00,3.00,00,1,3,2,2,2,2,3,5,5,4,4,4,4,4,4,4,3,3,4,5,2,3,3,3,2,1,2,2,000,2,5,,,,,,4,4,3,1,3,4,1,4,1,12,09,10,09,10,10,2,,,,,,,,,,4,2,01,01,96,96,1,4,5,3,,,,046,3,4,2,2,1,2,,,,
771,NE5,1,1,1,,1,3,14,5.50,30,9,1,8.00,6.21,00,3,2,3,4,5,5,2,3,3,2,3,1,4,2,2,3,3,2,2,2,,,,1,1,1,2,2,6.00,1.00,00,1,2,1,1,2,2,2,1,5,2,4,4,5,2,3,2,2,2,2,3,2,2,3,2,2,1,2,2,003,2,5,,,,,,3,4,4,3,2,4,2,4,2,09,08,09,09,09,08,2,,,,,,,,,,1,1,01,01,96,96,1,3,6,1,,,,057,6,2,3,3,2,3,2,1,2,2
509,South4,3,3,1,,2,3,14,6.00,00,7,1,7.50,6.43,30,2,2,4,4,3,99,4,4,4,4,4,1,3,4,3,3,3,2,2,2,,,,1,1,2,,2,6.00,2.00,00,2,2,2,2,2,2,2,1,4,5,4,4,1,3,5,3,2,3,5,4,1,1,1,1,1,2,2,2, ,,,,,,,,4,4,3,3,4,1,1,3,4,08,10,08,08,08,08,2,,,,,,,,,,1,1,96, , , ,,3,6,1,,,,049,5,1,3,3,3,3,2,2,1,2
24,NE2,1,1,1,,1,2,10,6.50,30,2,10,7.00,6.64,00,1,2,2,1,1,1,2,1,1,1,1,1,3,4,4,4,4,2,2,2,,,,5,1,2,,1,6.00,3.00,00,4,5,4,4,5,4,5,4,4,5,4,5,1,5,3,5,4,5,5,5,2,2,5,4,1,1,1,2,000,1,,,,,,,4,2,2,1,2,1,4,1,1,10,08,10,10,10,10,2,,,,,,,,,,1,1,96, , , ,,5,3,1,,,,056,6,4,1,1,1,2,,,,
113,South2,3,3,1,,1,4,12,6.50,30,7,12,7.00,6.64,00,1,2,3,2,4,4,2,3,3,3,3,3,4,4,3,4,4,2,2,2,,,,1,2,2,,2,6.00,3.00,00,1,2,2,2,2,2,2,4,4,4,4,4,2,4,4,4,3,3,4,3,1,2,1,2,2,2,2,2, ,,,,,,,,3,3,4,2,3,4,1,3,2,10,08,10,08,09,08,2,,,,,,,,,,1,1,96, , , ,,4,7,1,,,,072,5,3,2,2,2,2,,,,
750,South1,3,3,1,,2,7,4,6.50,30,7,15,7.00,6.64,00,2,3,2,2,99,1,2,4,3,3,2,1,3,3,3,4,4,2,2,2,,,,1,1,2,,2,6.00,3.00,00,4,2,2,4,4,4,2,2,4,4,4,4,99,3,3,3,3,3,3,3,1,1,1,2,1,2,2,2, ,,,,,,,,3,1,4,1,99,1,1,4,3,99,99,99,99,99,99,2,,,,,,,,,,2,2,96, , , ,,5,5,1,,,,998,4,4,2,2,1,2,,,,
837,NE4,1,1,1,,1,5,2,6.50,30,11,4,7.00,6.64,00,1,2,1,3,1,1,3,4,3,4,3,2,4,3,3,3,4,2,2,2,,,,1,1,1,2,3,6.00,3.00,00,4,2,4,1,3,3,3,3,5,3,4,3,4,4,5,4,5,5,3,4,2,2,1,3,2,1,1,2,008,1,,,,,,,4,4,2,1,2,2,3,1,3,10,08,12,12,08,10,2,,,,,,,,,,1,4,96, , , ,,4,2,1,,,,046,2,5,1,1,1,2,,,,
875,NE1,1,1,1,,1,8,1,6.50,30,8,1,7.00,6.64,00,2,3,3,2,2,2,2,4,4,4,3,2,3,3,4,2,2,2,2,2,,,,1,1,2,,2,6.00,3.00,00,2,2,2,2,2,2,2,3,2,2,2,1,3,3,4,5,5,4,4,5,2,2,2,2,2,2,2,2, ,,,,,,,,4,4,4,3,3,3,3,3,1,10,10,15,10,12,08,7,,,,,,,,,,,1,96, , , ,,4,3,1,,,,067,2,2,3,2,3,2,,,,
944,South4,3,3,1,,1,4,14,6.50,30,7,1,7.00,6.64,00,2,4,2,2,1,1,1,4,3,4,3,2,4,4,3,4,4,2,2,2,,,,1,1,2,,2,6.00,3.00,00,2,2,2,1,2,2,2,2,5,5,5,5,4,2,2,4,3,3,5,3,2,2,2,4,2,1,2,2,0,3,1,,,,,,3,3,3,1,3,4,1,1,4,08,04,10,10,10,08,2,,,,,,,,,,1,1,04,96,01,03,4,4,5,1,,,,030,3,2,1,3,1,2,2,2,2,2
1003,West6,4,4,1,,1,8,15,6.50,30,10,2,7.00,6.64,00,3,4,4,3,4,99,1,3,2,3,3,1,3,2,2,3,3,2,2,2,,,,1,4,2,,2,6.00,3.00,00,3,3,3,2,3,2,3,3,4,3,3,3,99,3,5,3,4,3,4,4,2,2,2,1,2,1,2,2,001,2,3,,,,,,2,4,3,2,1,3,4,1,4,10,10,12,12,12,12,2,,,,,,,,,,99,1,96, , , ,,3,5,1,,,,046,7,3,2,3,2,2,1,1,2,2
911,Mid5,2,2,1,,1,5,14,7.00,00,6,1,6.50,6.86,30,2,2,3,2,2,2,4,3,3,3,3,2,3,4,3,4,4,2,2,2,,,,1,1,2,,3,6.00,3.00,00,1,2,2,2,2,2,2,4,5,5,4,4,5,4,5,3,3,3,5,4,3,4,2,2,5,1,1,2,20,3,3,,,,,,2,4,2,1,3,4,3,2,4,12,12,16,12,12,12,3,7,,,,,,,,,1,1,96, , , ,,5,5,1,,,,054,5,3,2,2,2,2,,,,
888,South3,3,3,1,,1,5,13,7.50,30,7,2,6.00,7.07,00,2,2,2,2,5,99,5,3,3,3,2,2,4,3,2,3,4,2,2,2,,,,3,2,2,,2,6.00,3.00,00,2,3,3,2,2,2,3,3,3,3,3,3,3,5,5,5,1,3,5,5,2,2,2,2,2,2,2,2, ,,,,,,,,3,4,3,3,6,3,1,4,1,12,12,12,10,10,12,2,,,,,,,,,,1,1,96, , , ,,3,3,1,,,,047,3,3,2,2,2,2,,,,
662,West2,4,4,1,,2,11,13,6.50,30,12,14,7.00,6.64,00,2,3,2,3,2,1,1,3,3,3,2,2,4,4,4,3,3,2,2,2,,,,1,1,2,,1,6.75,1.00,45,3,3,4,3,3,3,4,3,2,4,2,5,1,4,4,3,4,3,4,4,1,1,1,1,2,2,2,2, ,,,,,,,,3,4,3,3,3,1,1,4,3,09,10,12,12,08,08,6,,,,,,,,,,,3,01,96,96,01,1,4,3,3,,,,022,2,3,2,3,1,2,2,2,2,2
73,NE2,1,1,1,,2,9,3,6.00,00,11,3,7.50,6.43,30,4,4,2,5,1,3,2,4,3,3,3,2,2,4,3,3,3,2,2,2,,,,1,1,2,,5,7.00,1.00,00,99,4,2,4,5,2,2,4,4,3,4,2,4,3,4,3,4,3,3,4,96,96,96,96,96,,,, ,,,,,,,,99,4,4,2,5,4,2,4,99,08,99,10,08,09,07,2,,,,,,,,,,2,2,96, , , ,,4,7,1,,,,043,3,2,99,3,3,3,99,1,2,2
66,Mid1,2,2,1,,1,2,11,7.00,00,4,14,6.50,6.86,30,1,5,3,4,1,1,4,4,4,4,4,2,3,4,3,4,4,2,2,2,,,,1,5,2,,3,7.00,2.00,00,3,3,99,2,3,3,2,4,3,5,4,2,2,3,5,5,3,5,4,5,1,2,2,1,3,1,2,2,000,2,5,,,,,,4,4,4,3,1,4,3,1,4,08,08,08,08,08,08,2,,,,,,,,,,1,3,96, , , ,,3,6,4,,,,045,3,3,1,3,2,2,2,2,2,2
163,Mid1,2,2,1,,1,4,13,7.00,00,7,1,6.50,6.86,30,2,3,4,4,2,1,1,4,3,3,3,2,3,3,2,4,4,2,2,2,,,,1,1,2,,1,7.00,2.00,00,1,1,3,3,2,2,3,1,3,3,4,4,3,4,5,4,4,4,5,4,2,2,1,1,3,1,2,2,001,3,4,,,,,,1,4,4,98,98,2,2,3,4,10,10,10,10,10,12,2,,,,,,,,,,1,4,02,02,96,96,2,5,6,1,,,,041,98,2,2,3,3,3,2,1,2,2
48,Mid1,2,2,1,,2,3,12,6.50,30,6,14,7.00,6.64,00,2,4,2,4,2,1,1,4,4,4,4,2,4,3,4,3,3,2,2,2,,,,1,1,2,,3,8.00,1.00,00,2,2,1,2,3,1,2,2,5,3,4,5,3,4,4,4,4,3,4,4,2,2,2,2,2,2,2,2, ,,,,,,,,3,4,3,3,2,4,2,2,4,10,10,10,10,10,10,4,,,,,,,,,,,1,03,01,02,01,,3,5,1,,,,033,5,1,3,3,3,3,2,1,2,1
304,NE3,1,1,1,,2,5,14,6.00,00,11,3,7.83,6.52,50,2,2,3,4,5,5,3,2,2,2,2,2,3,3,3,4,3,2,2,2,,,,1,1,2,,2,6.00,2.00,00,99,3,2,2,3,3,3,3,3,3,3,3,3,3,4,5,4,4,5,5,3,3,2,2,1,1,2,2,000,3,1,,,,,,1,3,4,1,3,3,3,2,4,12,12,12,12,12,08,99,,,,,,,,,,,1,96, , , ,,2,5,1,,,,050,99,4,2,2,2,2,,,,
769,South3,3,3,1,,1,7,1,7.00,00,5,4,7.00,7.00,00,1,1,1,2,5,1,1,3,2,2,1,3,5,4,4,4,3,2,2,2,,,,1,1,2,,1,2.00,3.00,00,3,3,3,3,3,3,3,3,4,3,3,3,3,4,4,3,3,5,5,4,1,1,1,1,1,2,2,2, ,,,,,,,,2,4,1,2,5,1,1,4,4,08,08,08,10,08,08,2,,,,,,,,,,1,2,96, , , ,,5,3,1,,,,020,2,5,1,1,1,1,,,,
235,Mid1,2,2,1,,1,4,13,7.00,00,5,14,7.00,7.00,00,2,3,3,2,5,99,1,3,3,4,2,4,3,3,4,4,4,2,2,2,,,,1,1,2,,2,4.00,3.00,00,2,1,1,2,3,4,2,3,5,3,4,4,4,3,5,3,4,3,3,3,2,2,1,2,2,1,2,2,0,2,5,,,,,,3,2,3,1,3,4,2,1,1,08,06,08,10,10,08,2,,,,,,,,,,1,1,01,01,96,96,1,2,3,1,,,,045,6,3,2,3,1,2,2,2,2,2
281,NE1,1,1,1,,1,5,13,7.00,00,5,14,7.00,7.00,00,2,1,2,2,5,1,1,4,4,4,4,2,4,4,4,4,4,2,2,2,,,,2,1,2,,2,4.00,3.00,00,2,2,3,3,2,2,2,1,4,4,4,4,4,4,4,4,3,4,4,4,1,1,1,2,2,1,2,2,001,1,,,,,,,1,4,3,1,3,4,1,2,3,09,08,08,10,08,08,7,,,,,,,,,,,2,96, , , ,,4,7,1,,,,040,5,4,1,1,1,1,,,,
393,Mid1,2,2,1,,1,6,14,7.00,00,12,15,7.00,7.00,00,5,4,4,3,2,1,1,4,4,3,3,4,2,4,4,4,4,2,2,2,,,,1,1,2,,2,4.00,3.00,00,1,1,2,1,1,2,2,1,5,5,5,4,99,1,3,2,1,4,1,3,2,2,1,1,2,1,1,2,003,2,6,,,,,,1,4,4,4,6,2,2,3,4,10,08,10,10,10,08,2,,,,,,,,,,1,5,96, , , ,,4,5,1,,,,024,3,2,3,2,2,3,,,,
858,Mid5,2,2,1,,1,5,14,7.00,00,5,14,7.00,7.00,00,1,5,1,4,1,1,2,4,4,4,4,3,3,4,4,4,4,2,2,2,,,,1,1,2,,3,4.00,3.00,00,1,2,5,3,5,2,3,2,5,2,2,4,5,2,5,4,5,4,4,4,2,2,2,2,2,1,2,2,96,2,6,,,,,,2,4,4,2,1,3,2,2,4,12,12,12,12,12,8,1,,,,,,,,,,4,1,96, , , ,,4,5,1,,,,045,7,3,2,2,1,3,,,,
926,West1,4,4,1,,1,5,14,7.00,00,9,1,7.00,7.00,00,1,4,2,1,99,2,1,2,1,3,4,3,4,4,2,4,3,2,2,2,,,,1,2,2,,2,4.00,3.00,00,4,3,99,3,3,5,3,3,1,1,3,3,2,4,4,4,2,2,5,3,2,2,2,3,2,2,2,2, ,,,,,,,,4,3,1,2,1,4,4,3,3,10,08,12,09,12,08,2,,,,,,,,,,1,1,04,96,04,96,4,4,2,3,,,,036,2,3,2,2,2,1,,,,
196,NE2,1,1,1,,2,3,14,6.00,00,9,14,8.00,6.57,00,1,2,2,4,99,99,2,3,3,3,3,3,4,4,3,4,4,2,2,2,,,,1,1,2,,2,5.00,3.00,00,2,2,2,2,2,2,2,4,4,2,4,4,4,3,4,5,3,4,4,5,3,2,2,2,1,1,2,2,02,3,1,,,,,,3,4,3,3,5,4,3,3,3,08,10,08,08,08,06,2,,,,,,,,,,1,2,96, , , ,,4,7,1,,,,050,5,3,2,2,2,3,,,,
554,South4,3,3,1,,2,9,12,6.00,00,12,15,8.00,6.57,00,4,4,3,5,2,1,2,4,3,3,4,2,1,4,3,3,3,2,2,1,,,1,2,2,2,,3,5.00,3.00,00,3,2,3,2,2,3,3,1,5,4,3,2,1,3,3,3,2,3,4,3,2,2,2,2,2,1,1,2,000,2,1,,,,,,3,4,3,1,3,3,4,1,2,08,08,10,10,10,08,2,,,,,,,,,,4,1,01,01,96,96,1,2,3,1,,,,036,4,2,4,3,2,3,2,1,1,2
557,NE4,1,1,1,,2,2,10,6.00,00,8,13,8.00,6.57,00,2,3,5,5,4,99,2,4,3,4,3,2,1,3,4,4,4,2,2,2,,,,1,1,2,,3,5.00,3.00,00,1,2,1,2,2,2,2,2,4,4,4,4,4,3,3,4,3,2,2,3,2,2,1,2,2,1,2,2,999,1,,,,,,,4,4,3,2,3,2,3,1,4,06,08,08,08,08,07,2,,,,,,,,,,1,4,96, , , ,,2,3,1,,,,053,3,2,2,4,3,3,2,1,2,2
613,NE3,1,1,1,,1,5,1,6.00,00,12,4,8.00,6.57,00,2,1,2,3,1,1,1,4,3,3,3,1,4,4,3,4,4,2,2,2,,,,1,1,2,,3,5.00,3.00,00,1,2,2,2,2,3,3,1,3,5,4,2,4,3,5,4,4,4,4,3,2,2,3,2,3,1,2,2,000,3,5,,,,,,3,4,3,3,5,4,3,4,3,10,08,12,12,10,09,2,,,,,,,,,,1,2,96, , , ,,3,5,1,,,,024,2,3,3,1,2,2,,,,
628,Mid4,2,2,1,,2,10,3,6.00,00,12,4,8.00,6.57,00,5,2,2,4,1,2,1,3,4,3,3,4,3,3,3,4,4,2,2,2,,,,3,2,1,2,3,5.00,3.00,00,1,2,2,2,2,2,2,3,4,2,4,3,3,4,4,3,4,4,2,3,2,1,3,1,2,1,1,2,003,3,6,,,,,,3,3,3,3,3,4,3,3,4,08,08,12,08,08,08,2,,,,,,,,,,4,2,96, , , ,,3,6,1,,,,022,2,3,4,2,1,2,,,,
