caseid,market,census,region,qs1,s1t,qs3,q1a,q2a,q3,q3b,q4a,q5a,q6a,weekavg,q6b,q7a,q7b,q7c,q7d,q8a,q8b,q8c,q9a,q9b,q9c,q9d,q9e,q10,q11,q12,q13,q14,q15a,q15b,q15c,q16a,q16b,q16c,q17a,q17b,q18,q19,q20,q21a,slp,q21b,q22a,q22b,q22c,q22d,q22e,q22f,q22g,q23a,q23b,q23c,q23d,q23e,q23f,q24a,q24b,q24c,q24d,q24e,q24f,q24g,q25a,q25b,q25c,q25d,q25e,q26a,q26b,q26c,q27,q28,q2901,q2902,q2903,q2904,q2905,q2906,q30a,q30b,q31a,q31b,q32,q33a,q33b,q33c,q34,q35a,q35b,q35c,q35d,q35e,q35f,q3601,q3602,q3603,q3604,q3605,q3606,q3607,q3608,q3609,q3610,q37,d1,d2a,d2b,d2c,d2d,ttlkid,d3,d4,d501,d502,d503,d504,d6,d7,q38,q39a,q39b,q39c,q39d,q40a,q40b,q40c,q40d
878,NE5,1,1,1,,1,3,9,8.00,00,3,9,8.00,8.00,00,1,1,3,2,5,3,4,4,4,4,4,1,1,4,4,4,4,2,2,2,,,,1,1,2,,1,99.00,4.00, ,3,3,3,1,2,3,5,3,5,1,1,1,1,2,5,3,3,5,3,5,1,4,1,5,5,2,2,2, ,,,,,,,,4,4,4,3,99,4,1,1,4,08,08,16,16,10,10,7,,,,,,,,,,,1,96, , , ,,1,3,1,,,,053,3,1,1,1,1,1,,,,
730,South5,3,3,1,,2,3,13,7.25,15,9,14,9.00,7.75,00,2,2,2,4,4,4,2,4,4,4,4,1,4,3,3,3,4,2,2,2,,,,1,1,2,,3,6.00,3.00,00,1,2,2,1,2,1,2,2,4,2,4,4,5,5,2,4,1,4,4,3,3,3,4,3,4,1,1,2,000,3,1,,,,,,3,3,3,2,3,4,3,3,3,08,08,08,08,08,08,2,,,,,,,,,,1,1,96, , , ,,4,6,1,,,,028,7,4,2,2,1,3,,,,
925,South5,3,3,1,,1,4,10,8.25,15,7,14,8.00,8.18,00,2,5,2,3,2,1,1,4,3,4,3,2,2,3,3,4,4,2,2,2,,,,1,1,2,,2,7.00,3.00,00,1,2,2,2,2,2,2,4,4,4,5,4,5,3,5,4,3,4,4,4,2,1,1,2,2,1,2,2,0,2,3,,,,,,2,4,4,4,5,4,2,4,3,10,08,12,12,10,08,2,,,,,,,,,,1,1,96, , , ,,4,6,1,,,,031,5,2,1,4,1,3,2,1,2,2
332,South3,3,3,1,,1,3,15,5.50,30,13,4,11.00,7.07,00,5,5,99,5,5,4,3,4,2,4,3,4,1,4,4,2,3,2,2,2,,,,3,2,1,3,4,6.00,1.00,00,1,1,2,3,3,2,1,5,4,1,4,5,4,2,3,2,3,3,3,2,4,3,3,4,4,1,2,2,000,4,1,,,,,,2,1,4,1,3,4,1,4,4,12,06,12,12,12,08,2,,,,,,,,,,4,1,01,96,96,01,1,3,5,1,,,,028,4,2,1,1,2,4,,,,
276,South2,3,3,1,,2,8,2,8.00,00,12,4,8.50,8.14,30,4,5,2,4,99,99,2,3,3,3,4,3,3,3,3,4,3,1,2,2,1,,,1,5,1,2,5,6.00,3.00,00,2,2,2,3,2,3,3,2,4,3,2,4,2,3,3,3,4,1,4,3,2,2,2,1,1,1,1,2,2,2,3,,,,,,4,4,3,3,5,2,3,3,3,05,08,08,08,04,08,4,,,,,,,,,,,2,96, , , ,,4,5,1,,,,022,1,2,4,4,3,4,2,1,1,1
534,West5,4,4,1,,2,7,11,8.50,30,7,11,8.00,8.36,00,1,3,3,3,3,2,2,4,3,4,4,2,3,4,3,4,4,2,2,2,,,,1,1,2,,2,6.00,3.00,00,2,2,3,1,2,2,2,5,4,5,5,5,5,3,5,4,4,4,5,4,3,1,1,2,3,1,2,2,5,2,3,,,,,,3,3,3,3,6,4,3,2,4,8,8,12,12,12,08,3,,,,,,,,,,1,1,96, , , ,,4,4,1,,,,064,3,3,2,3,3,2,2,1,1,2
540,NE4,1,1,1,,2,6,14,8.50,30,9,1,8.00,8.36,00,5,2,2,5,2,2,1,4,1,2,4,3,2,3,3,2,2,1,2,2,1,,,1,1,1,2,2,6.00,3.00,00,1,2,99,2,2,2,1,1,5,3,3,3,5,3,3,3,5,5,3,4,2,2,5,2,5,1,2,2,000,5,5,,,,,,3,4,4,4,3,4,1,4,4,08,08,08,08,08,08,3,4,,,,,,,,,3,3,96, , , ,,2,5,1,,,,021,2,2,4,2,2,4,,,,
363,South3,3,3,1,,1,3,15,5.50,30,14,4,11.00,7.07,00,4,4,1,5,4,99,2,4,4,4,3,3,1,4,3,4,4,2,2,2,,,,2,2,1,2,2,7.00,1.00,00,2,3,3,2,2,3,2,99,5,3,5,4,4,2,2,3,3,4,4,5,2,1,1,1,1,1,1,2,005,2,3,,,,,,1,4,3,3,6,2,3,1,4,08,12,12,12,24,12,2,,,,,,,,,,4,1,96, , , ,,4,5,1,,,,025,5,1,3,1,1,3,,,,
677,NE3,1,1,1,,2,4,12,6.50,30,11,14,10.00,7.50,00,4,1,1,5,5,1,1,3,4,4,4,1,3,4,3,4,4,2,2,2,,,,1,1,2,,1,7.00,1.00,00,3,2,3,1,2,2,2,3,2,3,3,4,3,3,4,2,3,3,4,3,1,1,2,3,3,1,2,2,000,5,1,,,,,,4,4,3,3,5,4,1,4,4,10,08,12,08,10,08,2,,,,,,,,,,1,2,96, , , ,,3,6,1,,,,027,2,1,1,1,1,4,,,,
560,West4,4,4,1,,2,6,13,7.50,30,9,15,9.00,7.93,00,4,4,2,4,2,2,1,4,4,3,4,3,3,3,3,3,3,2,2,1,,,1,3,1,2,,3,7.00,3.00,00,2,2,2,2,2,2,3,3,4,4,4,4,4,3,4,4,4,3,4,4,2,2,2,2,2,1,2,2,000,2,3,,,,,,3,4,4,2,4,4,3,2,4,10,08,10,10,10,09,5,,,,,,,,,,,1,06,03,02,01,6,4,5,1,,,,038,3,3,3,3,1,3,2,1,2,2
43,South2,3,3,1,,2,7,12,8.00,00,11,12,8.50,8.14,30,3,4,4,2,99,99,2,3,3,2,3,1,3,4,3,3,4,2,2,2,,,,1,1,2,,2,7.00,3.00,00,2,3,3,2,3,3,3,3,4,3,4,4,5,3,3,4,3,4,4,4,3,2,2,3,2,1,2,2,00,2,4,,,,,,2,3,3,2,1,4,3,4,4,10,10,12,10,10,08,2,,,,,,,,,,1,1,02,96,01,01,,4,5,2,,,,052,3,3,2,3,2,2,2,1,2,2
298,NE3,1,1,1,,2,8,14,8.00,00,9,15,8.50,8.14,30,2,2,2,2,4,1,1,4,2,3,4,2,4,4,4,4,4,2,2,2,,,,1,1,2,,2,7.00,3.00,00,2,3,5,3,4,3,3,99,1,3,2,1,4,4,5,5,3,5,5,5,1,1,2,1,1,2,2,2, ,,,,,,,,3,4,4,2,4,4,1,2,4,06,05,10,10,08,06,3,,,,,,,,,,1,1,96, , , ,,4,6,1,,,,055,7,4,2,1,1,2,,,,
399,West4,4,4,1,,2,2,11,8.00,00,7,13,8.50,8.14,30,1,1,1,1,1,1,1,4,4,4,4,3,5,4,4,4,4,2,2,2,,,,1,1,2,,2,7.00,3.00,00,1,2,2,2,3,2,2,3,3,2,2,3,3,4,5,4,4,4,5,5,2,2,1,2,2,1,1,2,001,2,1,,,,,,3,4,3,2,2,3,3,3,3,10,10,12,12,10,12,2,,,,,,,,,,1,1,02,02,96,96,2,5,7,1,,,,041,6,5,2,2,2,2,,,,
305,NE3,1,1,1,,2,5,11,8.50,30,7,14,8.00,8.36,00,3,5,4,3,5,1,1,3,3,3,3,2,2,4,3,4,4,2,2,2,,,,1,1,2,,1,7.00,3.00,00,2,1,1,1,2,1,1,3,4,4,4,4,4,3,4,4,3,3,4,3,1,2,2,2,99,1,2,2,000,2,5,,,,,,3,4,3,3,5,4,2,3,3,12,08,08,08,08,07,3,5,,,,,,,,,1,1,02,01,01,96,2,4,6,1,,,,042,3,2,3,3,3,3,2,1,2,1
294,South1,3,3,1,,2,8,15,7.50,30,12,3,9.00,7.93,00,3,3,2,3,3,1,2,4,3,4,4,4,4,4,4,3,4,2,2,2,,,,2,1,2,,3,8.00,1.00,00,3,2,3,3,3,2,2,2,3,2,4,3,3,4,5,5,4,3,5,3,2,2,2,3,3,1,2,2,000,2,6,,,,,,4,4,4,2,5,3,3,3,4,10,08,12,10,10,07,1,,,,,,,,,,95,1,01,96,01,96,1,4,5,1,,,,026,4,1,4,3,2,3,1,1,2,1
306,South1,3,3,1,,1,7,14,8.00,00,10,15,8.50,8.14,30,1,3,3,2,5,1,1,4,3,4,4,1,3,2,3,4,4,2,2,2,,,,1,1,2,,2,8.00,2.00,00,2,2,3,2,2,2,2,2,4,4,4,4,5,4,4,4,3,5,5,5,1,1,2,2,1,2,2,2, ,,,,,,,,3,4,3,4,5,4,3,3,4,08,06,08,08,08,07,2,,,,,,,,,,1,1,96, , , ,,5,7,1,,,,054,6,3,2,2,2,2,,,,
402,West4,4,4,1,,2,6,10,9.00,00,8,1,7.50,8.57,30,4,5,3,5,2,2,1,3,2,3,3,2,2,3,3,3,4,2,2,2,,,,1,2,2,,1,8.00,3.00,00,2,2,3,2,2,1,2,3,3,2,3,3,5,5,5,4,4,3,2,4,1,1,2,3,1,1,2,2,000,1,,,,,,,3,3,3,3,3,3,2,2,3,99,05,08,08,06,06,2,,,,,,,,,,1,4,01,96,01,96,1,4,3,1,,,,031,3,3,1,4,2,3,1,1,2,2
990,West6,4,4,1,,1,5,13,8.00,00,12,3,8.50,8.14,30,5,3,99,5,5,5,3,4,4,3,3,3,3,3,2,4,4,1,2,2,2,,,1,1,2,,1,8.50,1.00,30,1,2,3,2,3,2,3,1,5,3,4,3,99,3,4,4,3,4,5,5,2,1,1,1,1,2,2,2, ,,,,,,,,1,4,4,4,2,4,2,4,4,10,10,10,10,10,09,4,,,,,,,,,,,2,96, , , ,,4,5,95,,,,030,2,5,1,1,3,4,,,,
998,West6,4,4,1,,1,7,14,8.00,00,9,1,9.00,8.29,00,3,2,2,2,2,2,2,4,3,4,4,1,5,3,3,3,3,2,2,2,,,,2,1,2,,2,3.00,3.00,00,1,2,2,1,2,2,2,1,5,2,4,4,5,3,3,2,2,2,2,2,2,1,1,1,1,1,2,2,000,1,,,,,,,2,3,2,2,3,4,2,1,2,07,07,10,08,10,08,2,,,,,,,,,,4,5,96, , , ,,5,5,2,,,,031,7,2,2,2,2,2,,,,
575,NE5,1,1,1,,2,12,4,8.00,00,12,4,9.00,8.29,00,2,1,1,2,2,2,1,3,3,3,3,3,3,3,3,4,3,2,2,2,,,,1,1,2,,2,4.00,3.00,00,2,2,4,2,3,3,2,1,3,3,4,3,4,3,5,3,4,2,3,4,2,2,3,2,2,2,2,2, ,,,,,,,,2,4,3,2,5,3,3,2,3,10,10,10,10,10,08,2,,,,,,,,,,4,2,01,96,96,01,1,3,6,1,,,,027,2,4,1,1,1,2,,,,
671,South2,3,3,1,,2,2,2,5.00,00,13,10,12.00,7.00,00,1,1,1,4,1,1,5,4,4,4,4,4,3,2,4,3,3,2,2,2,,,,1,1,2,,2,5.00,2.00,00,3,2,3,2,2,2,2,3,5,2,4,4,4,3,3,4,2,3,5,5,2,2,2,2,2,2,2,2, ,,,,,,,,1,4,3,4,5,4,3,2,4,08,08,08,08,08,08,2,,,,,,,,,,1,2,01,96,96,01,1,3,5,2,,,,043,3,3,1,1,1,1,,,,
972,Mid3,2,2,1,,1,14,6,8.00,00,14,6,9.00,8.29,00,3,1,2,4,1,1,1,4,4,4,4,2,5,3,4,4,4,2,2,2,,,,1,1,2,,2,5.00,3.00,00,2,2,4,2,4,2,4,1,5,2,2,2,1,4,3,4,4,5,5,5,2,2,1,2,2,1,2,2,020,3,6,,,,,,2,3,4,4,1,1,3,3,4,12,08,10,10,12,10,2,,,,,,,,,,3,2,96, , , ,,5,5,1,,,,025,5,1,2,2,2,2,,,,
754,West4,4,4,1,,2,10,15,9.00,00,10,1,8.00,8.71,00,5,4,2,4,1,1,1,4,4,4,4,2,3,4,3,3,2,2,2,1,,,1,2,5,2,,1,5.00,3.00,00,1,1,2,2,1,1,1,1,5,4,5,5,5,4,3,3,4,2,3,4,1,2,1,3,1,2,2,2, ,,,,,,,,4,4,2,4,3,4,2,4,4,10,08,10,12,12,08,3,5,,,,,,,,,99,1,02,96,96,02,2,5,7,1,,,,030,4,1,4,2,4,3,,,,
149,Mid1,2,2,1,,2,5,12,7.00,00,13,13,10.00,7.86,00,1,4,5,5,1,1,2,4,4,4,4,1,2,3,3,4,4,2,2,2,,,,3,1,2,,3,6.00,3.00,00,1,1,3,1,4,1,1,1,5,1,5,5,5,4,5,5,5,4,5,4,1,1,1,1,1,2,2,2, ,,,,,,,,3,4,4,3,3,4,1,4,3,08,08,08,08,08,08,2,,,,,,,,,,2,1,02,96,02,96,2,4,5,1,,,,036,4,2,4,4,2,2,1,1,2,2
462,Mid3,2,2,1,,2,2,8,7.00,00,9,12,10.00,7.86,00,2,2,2,2,4,99,2,4,4,4,4,3,4,4,4,4,4,2,2,2,,,,1,1,2,,2,6.00,3.00,00,1,2,1,2,2,2,2,1,5,1,5,3,5,3,4,4,3,4,4,4,2,2,2,2,2,2,2,2, ,,,,,,,,4,4,4,3,4,4,1,4,4,10,08,08,08,08,09,3,,,,,,,,,,1,1,96, , , ,,4,3,1,,,,032,98,2,3,3,2,3,1,1,99,1
339,South3,3,3,1,,2,7,14,8.00,00,9,14,9.00,8.29,00,2,2,3,4,5,2,2,4,4,4,4,2,3,4,3,3,3,2,2,2,,,,1,1,2,,2,6.00,3.00,00,1,1,2,1,2,2,2,4,4,2,5,2,4,4,4,3,4,3,2,4,2,1,2,3,2,1,2,2,004,2,5,,,,,,3,3,2,2,5,4,2,3,3,08,12,10,10,10,08,3,,,,,,,,,,2,1,03,02,01,96,3,4,5,1,,,,044,3,3,2,2,3,3,,,,
454,Mid3,2,2,1,,1,11,15,8.00,00,12,15,9.00,8.29,00,1,4,3,1,5,99,2,4,4,4,3,3,3,4,3,3,4,2,2,2,,,,1,1,2,,4,6.00,3.00,00,2,3,1,1,3,2,1,3,3,5,5,1,1,3,5,5,3,4,4,4,3,1,3,1,1,1,2,2,000,2,6,,,,,,3,4,4,4,3,4,3,1,3,08,08,10,08,08,08,7,,,,,,,,,,,1,96, , , ,,2,3,1,,,,070,4,3,1,4,2,1,2,2,2,2
530,Mid3,2,2,1,,1,12,13,8.00,00,12,13,9.00,8.29,00,4,5,2,4,3,3,4,4,4,4,4,2,2,4,2,3,4,2,1,2,,2,,4,5,2,,4,6.00,3.00,00,3,3,4,2,2,3,3,2,2,2,4,4,2,2,2,3,4,2,5,5,2,4,4,5,5,1,2,2,000,2,99,,,,,,4,4,4,2,1,4,2,4,4,06,06,08,08,08,08,7,,,,,,,,,,,1,96, , , ,,3,3,1,,,,052,3,2,2,3,2,2,2,2,2,2
544,West5,4,4,1,,2,3,10,8.00,00,3,10,9.00,8.29,00,3,2,3,1,99,1,3,3,4,4,3,1,3,4,4,4,4,2,2,2,,,,1,1,2,,1,6.00,3.00,00,99,3,3,3,3,3,3,2,1,5,3,1,4,5,5,5,5,5,5,5,1,1,5,1,1,2,2,2, ,,,,,,,,4,4,4,4,3,3,3,4,4,08,08,10,10,10,08,2,,,,,,,,,,99,1,96, , , ,,3,3,1,,,,072,3,3,1,2,1,1,,,,
190,South2,3,3,1,,2,5,13,8.50,30,8,14,8.50,8.50,30,2,2,2,3,4,1,1,4,4,4,3,2,4,4,3,4,4,2,2,2,,,,1,1,2,,2,6.00,3.00,00,1,3,2,2,2,3,3,4,4,3,3,3,4,3,5,4,3,4,5,4,1,1,1,1,1,2,2,2, ,,,,,,,,4,4,4,2,5,4,3,4,4,09,08,09,09,09,09,5,,,,,,,,,,,1,01,96,01,96,1,4,5,1,,,,041,4,2,2,3,2,3,2,1,1,2
703,Mid4,2,2,1,,1,7,1,7.00,00,13,4,10.00,7.86,00,2,2,4,3,5,1,1,4,3,3,4,3,5,4,4,4,4,2,2,2,,,,3,1,2,,2,7.00,2.00,00,2,2,1,1,2,2,1,4,5,2,4,4,4,3,4,5,5,5,5,2,3,1,1,1,3,1,1,2,001,3,5,,,,,,3,4,3,3,6,4,1,4,3,15,08,12,10,10,06,3,4,,,,,,,,,2,2,01,01,96,96,1,2,2,1,,,,018,99,5,2,1,3,1,,,,
823,NE5,1,1,1,,1,4,12,7.00,00,11,1,10.00,7.86,00,3,3,1,4,4,1,1,3,3,4,4,1,3,3,2,3,4,2,2,2,,,,1,1,2,,1,7.00,2.00,00,1,2,2,1,1,1,2,1,4,1,4,4,4,3,3,3,1,4,4,3,2,1,4,2,2,2,2,2, ,,,,,,,,3,4,3,3,4,4,2,3,4,08,10,10,10,10,08,2,,,,,,,,,,1,2,96, , , ,,3,5,1,,,,046,3,1,3,3,3,3,2,2,2,2
484,NE4,1,1,1,,1,9,2,7.50,30,12,3,9.50,8.07,30,2,2,3,3,1,1,1,4,3,3,2,2,4,4,3,4,3,2,2,2,,,,1,1,2,,2,7.00,3.00,00,3,2,3,2,3,3,3,3,4,3,3,4,5,4,5,4,5,4,4,4,1,1,1,1,1,2,2,2, ,,,,,,,,2,4,2,2,3,4,3,1,4,13,10,12,09,12,10,4,,,,,,,,,,,2,96, , , ,,4,3,1,,,,021,1,4,2,1,1,2,,,,
89,West1,4,4,1,,2,6,11,8.00,00,8,12,9.00,8.29,00,4,4,1,4,1,1,1,4,3,3,4,2,3,4,4,4,4,2,2,2,,,,4,1,2,,2,7.00,3.00,00,2,2,1,2,3,2,3,3,2,3,3,2,2,4,5,4,3,4,5,3,1,1,2,2,1,2,2,2, ,,,,,,,,3,4,4,3,5,3,2,4,2,08,08,10,10,10,08,2,,,,,,,,,,1,1,96, , , ,,2,5,1,,,,052,4,3,2,3,1,3,2,2,2,2
416,South3,3,3,1,,1,7,14,8.00,00,11,1,9.00,8.29,00,1,3,2,3,5,1,1,4,3,4,4,1,4,4,3,4,4,2,2,2,,,,1,1,2,,1,7.00,3.00,00,99,2,1,1,2,2,2,3,4,3,4,3,5,4,4,4,4,3,4,4,2,2,2,1,5,1,2,2,060,3,3,,,,,,3,4,2,2,3,4,3,2,3,08,08,10,10,10,12,2,,,,,,,,,,1,2,96, , , ,,3,6,1,,,,028,3,3,1,1,1,1,,,,
423,South3,3,3,1,,2,5,12,8.00,00,9,14,9.00,8.29,00,1,1,2,5,1,1,1,3,3,3,3,99,4,4,4,4,4,2,2,2,,,,1,1,2,,1,7.00,3.00,00,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,4,4,4,5,4,1,1,1,1,1,2,2,2, ,,,,,,,,3,3,3,3,5,4,2,4,1,12,08,12,12,12,10,2,3,,,,,,,,,1,1,02,01,01,96,2,5,7,1,,,,050,98,4,1,1,1,3,,,,
737,South1,3,3,1,,1,9,15,8.00,00,12,3,9.00,8.29,00,1,2,2,2,99,99,2,99,4,3,4,3,2,3,3,3,3,2,2,2,,,,1,1,2,,2,7.00,3.00,00,2,4,99,1,2,2,4,99,99,2,4,2,5,4,3,2,4,4,2,3,96,96,96,96,96,,,, ,,,,,,,,3,4,4,3,4,4,2,3,3,10,06,15,12,12,08,6,,,,,,,,,,,2,03,96,01,02,3,3,3,1,,,,028,2,1,3,3,3,2,2,1,1,1
258,NE1,1,1,1,,2,5,10,9.00,00,7,12,8.00,8.71,00,4,4,4,4,3,99,1,4,3,3,1,1,3,3,3,3,2,2,2,2,,,,1,1,2,,1,7.00,3.00,00,3,3,3,3,3,3,3,4,2,4,4,4,5,3,4,4,5,4,5,4,1,2,2,2,2,2,2,2, ,,,,,,,,4,4,4,3,3,4,1,4,1,08,06,08,08,07,08,6,2,,,,,,,,,1,1,96, , , ,,3,3,1,,,,047,6,1,4,4,4,4,2,1,2,1
1001,West6,4,4,1,,1,5,12,8.50,30,6,14,8.50,8.50,30,2,2,3,1,4,1,2,4,3,4,4,2,5,4,3,3,3,2,2,2,,,,2,1,2,,1,7.50,3.00,30,1,2,2,2,2,2,2,3,4,4,4,4,4,4,5,4,3,4,5,4,2,1,1,2,2,2,2,2, ,,,,,,,,4,4,3,3,5,3,4,1,4,08,06,10,10,08,08,7,,,,,,,,,,,1,96, , , ,,4,6,1,,,,073,5,2,2,2,3,3,,,,
430,Mid1,2,2,1,,2,6,14,6.00,00,13,2,11.00,7.43,00,3,2,1,5,1,99,1,4,4,4,4,3,3,4,3,4,4,2,2,2,,,,1,1,2,,5,8.00,1.00,00,1,2,2,2,2,1,3,3,4,4,5,3,4,3,4,4,3,2,4,3,5,5,5,4,5,1,1,2,001,5,4,,,,,,4,4,3,3,3,4,2,4,4,08,08,09,08,10,10,2,4,,,,,,,,,1,2,96, , , ,,3,5,1,,,,023,1,2,3,2,1,4,,,,
98,South2,3,3,1,,1,5,13,7.00,00,12,1,10.00,7.86,00,4,4,2,4,2,4,5,3,3,3,3,3,2,4,4,3,3,2,2,2,,,,2,2,2,,2,8.00,1.00,00,5,4,5,3,5,5,5,1,5,5,4,4,2,3,3,4,3,3,4,2,2,2,2,2,2,2,2,2, ,,,,,,,,3,3,4,4,3,1,1,4,3,08,08,08,08,08,08,8,,,,,,,,,,,4,96, , , ,,4,2,1,,,,045,1,2,2,2,2,3,,,,
582,NE5,1,1,1,,1,6,14,7.00,00,13,3,10.00,7.86,00,1,1,1,3,1,1,1,4,3,3,3,3,4,4,3,3,3,2,2,2,,,,1,1,2,,3,8.00,1.00,00,1,2,2,2,3,2,2,3,4,5,4,4,4,2,2,2,3,1,2,3,2,1,2,2,2,1,2,2,0,2,1,,,,,,3,4,4,3,5,4,1,4,3,12,12,10,10,12,10,2,,,,,,,,,,1,2,96, , , ,,4,6,1,,,,027,4,4,1,1,1,2,,,,
10,South2,3,3,1,,1,12,3,8.00,00,14,3,9.00,8.29,00,2,2,2,1,1,2,4,3,4,4,4,3,3,3,2,3,3,2,2,2,,,,1,1,2,,2,8.00,2.00,00,2,2,3,3,2,3,3,2,4,2,1,2,4,3,4,4,3,4,4,5,1,1,1,3,1,2,2,2, ,,,,,,,,3,4,3,2,5,4,3,4,4,18,12,12,08,08,10,8,,,,,,,,,,,2,96, , , ,,3,3,1,,,,026,3,3,1,1,1,1,,,,
301,NE3,1,1,1,,2,5,12,8.00,00,7,12,9.00,8.29,00,4,4,4,4,2,1,2,4,3,3,3,1,3,4,3,4,2,2,2,2,,,,2,1,2,,3,8.00,2.00,00,1,2,2,2,2,2,3,1,3,4,4,4,4,3,4,4,3,4,5,4,3,3,1,5,2,2,2,2, ,,,,,,,,4,4,4,3,3,4,3,3,4,08,08,08,08,08,08,2,,,,,,,,,,1,1,96, , , ,,4,5,1,,,,044,98,4,1,2,2,2,,,,
308,West1,4,4,1,,1,5,12,8.00,00,9,14,9.00,8.29,00,2,1,2,2,5,2,2,3,3,3,3,2,4,4,4,4,3,2,2,2,,,,2,1,2,,2,8.00,2.00,00,2,2,2,2,3,2,2,2,2,4,4,1,4,4,5,5,4,4,5,3,1,1,1,2,1,2,2,2, ,,,,,,,,2,3,1,1,3,2,3,2,1,10,08,12,12,10,10,2,,,,,,,,,,1,1,02,96,02,96,2,4,7,1,,,,037,6,3,3,2,2,2,,,,
342,South3,3,3,1,,2,3,9,8.00,00,8,12,9.00,8.29,00,2,2,2,2,5,99,1,3,3,4,3,3,4,4,4,4,3,2,2,2,,,,3,3,2,,1,8.00,2.00,00,2,2,2,2,1,2,3,3,2,3,3,3,3,4,5,5,5,4,5,5,3,3,2,2,2,1,1,2,000,2,1,,,,,,2,3,3,2,6,3,3,3,4,08,08,08,08,08,08,2,,,,,,,,,,1,1,02,01,01,96,2,4,3,1,,,,034,1,4,2,1,1,1,,,,
351,South3,3,3,1,,1,7,13,8.00,00,8,13,9.00,8.29,00,4,3,3,5,5,99,4,3,2,99,4,3,4,4,3,2,4,2,2,2,,,,1,1,2,,1,8.00,2.00,00,1,2,1,1,1,1,2,1,5,5,5,3,99,4,3,5,4,4,5,4,2,1,2,2,1,2,2,2, ,,,,,,,,2,3,3,2,2,4,3,3,4,10,10,07,07,10,08,2,,,,,,,,,,1,1,96, , , ,,3,1,1,,,,044,1,3,2,1,3,3,,,,
414,NE3,1,1,1,,2,8,12,8.00,00,10,14,9.00,8.29,00,4,3,5,3,2,1,1,4,3,3,3,3,3,4,3,3,3,2,2,2,,,,2,1,2,,2,8.00,2.00,00,1,2,2,1,2,1,2,2,4,3,5,4,4,3,4,4,4,3,4,4,2,2,2,2,2,1,2,2,000,2,5,,,,,,2,4,99,2,5,4,2,3,4,09,10,10,10,08,07,2,,,,,,,,,,1,1,96, , , ,,4,5,1,,,,037,4,99,2,2,2,2,,,,
479,South4,3,3,1,,2,6,12,8.50,30,6,12,8.50,8.50,30,2,5,2,5,99,99,1,4,4,4,4,1,1,4,3,4,4,2,2,2,,,,1,1,2,,1,8.00,3.00,00,1,2,1,1,1,2,2,99,5,5,5,5,5,4,5,5,3,3,5,5,2,2,2,2,2,2,2,2, ,,,,,,,,99,4,4,3,5,4,1,4,4,10,10,10,10,10,08,7,5,,,,,,,,,,6,96, , , ,,4,3,1,,,,064,3,3,2,2,2,3,,,,
594,NE5,1,1,1,,2,6,12,8.50,30,6,12,8.50,8.50,30,2,2,1,2,5,1,1,4,4,4,4,2,5,4,4,4,4,2,2,2,,,,1,1,2,,2,8.00,3.00,00,1,1,1,1,1,1,1,3,5,1,5,1,5,4,5,5,3,4,5,5,2,2,2,1,1,2,2,2, ,,,,,,,,4,4,3,3,5,4,3,3,3,06,06,07,08,08,07,7,9,,,,,,,,,,1,96, , , ,,4,6,1,,,,068,98,5,1,1,1,1,,,,
84,South2,3,3,1,,2,10,12,9.00,00,10,13,8.00,8.71,00,4,4,4,4,99,3,3,4,3,3,4,4,3,4,4,4,4,2,2,2,,,,1,1,2,,5,8.00,3.00,00,2,99,2,1,5,1,2,5,3,3,4,5,99,3,5,5,1,5,5,5,96,96,96,96,96,,,, ,,,,,,,,4,4,4,4,3,4,3,4,4,08,08,10,08,08,08,5,,,,,,,,,,,1,96, , , ,,4,2,1,,,,088,1,1,4,3,3,3,2,1,1,1
171,South2,3,3,1,,2,13,4,9.00,00,7,14,8.00,8.71,00,2,2,2,2,4,1,1,4,4,4,4,1,4,4,4,4,4,2,2,2,,,,1,1,2,,2,8.00,3.00,00,2,2,2,2,2,2,2,2,4,4,4,2,4,1,5,5,5,3,5,4,1,1,2,1,1,1,2,2,00,1,,,,,,,2,1,3,2,3,2,2,2,4,12,12,12,12,12,08,3,,,,,,,,,,1,2,96, , , ,,3,3,1,,,,032,1,3,2,1,1,1,,,,
341,South3,3,3,1,,1,5,12,10.00,00,9,12,7.00,9.14,00,3,1,4,5,99,1,1,4,4,3,3,1,4,4,3,4,4,2,2,2,,,,1,1,2,,1,8.00,3.00,00,3,3,3,99,3,3,3,1,5,5,4,3,5,5,5,4,2,5,5,5,1,99,1,1,5,2,2,2, ,,,,,,,,3,3,3,3,6,1,4,3,2,06,05,05,08,06,05,7,,,,,,,,,,,4,96, , , ,,4,3,1,,,,072,99,4,2,1,1,2,,,,
193,NE1,1,1,1,,1,4,14,8.00,00,10,12,9.00,8.29,00,1,3,2,2,5,99,1,4,4,3,3,4,5,4,3,3,4,2,2,2,,,,1,1,2,,3,9.00,1.00,00,1,1,3,1,1,1,1,1,4,5,5,1,4,5,5,4,5,3,5,4,1,2,1,2,2,2,2,2, ,,,,,,,,4,4,4,4,1,4,1,4,3,08,08,08,08,10,09,2,,,,,,,,,,1,1,01,01,96,96,1,5,2,3,,,,041,4,5,2,2,1,1,,,,
